plant,signal,slice,time,date,treatment
15,5349618,56,253,3.15.07,DMSO
16,12240259,56,253,3.15.07,DMSO+FR
17,13712565,56,253,3.15.07,DMSO+FR
18,18306751,56,253,3.15.07,NPA
19,16344549,56,253,3.15.07,NPA
20,43021057,56,253,3.15.07,NPA+FR
21,41358128,56,253,3.15.07,NPA+FR
22,53314333,56,253,3.15.07,NPA+FR
23,38482746,56,253,3.15.07,NPA+FR
14,5298656,57,257,3.15.07,DMSO
15,5133752,57,257,3.15.07,DMSO
16,12422057,57,257,3.15.07,DMSO+FR
17,14275844,57,257,3.15.07,DMSO+FR
18,18649898,57,257,3.15.07,NPA
19,16211942,57,257,3.15.07,NPA
20,41581158,57,257,3.15.07,NPA+FR
21,41338846,57,257,3.15.07,NPA+FR
22,53782403,57,257,3.15.07,NPA+FR
23,38608337,57,257,3.15.07,NPA+FR
14,5355694,58,261,3.15.07,DMSO
15,5096502,58,261,3.15.07,DMSO
16,12209829,58,261,3.15.07,DMSO+FR
17,14100302,58,261,3.15.07,DMSO+FR
18,18198465,58,261,3.15.07,NPA
19,16838135,58,261,3.15.07,NPA
20,41768344,58,261,3.15.07,NPA+FR
21,40229562,58,261,3.15.07,NPA+FR
22,52890238,58,261,3.15.07,NPA+FR
23,36019330,58,261,3.15.07,NPA+FR
14,5380190,59,265,3.15.07,DMSO
15,5156674,59,265,3.15.07,DMSO
16,11820756,59,265,3.15.07,DMSO+FR
17,13496893,59,265,3.15.07,DMSO+FR
18,18785300,59,265,3.15.07,NPA
19,17324783,59,265,3.15.07,NPA
20,40858939,59,265,3.15.07,NPA+FR
21,40731385,59,265,3.15.07,NPA+FR
22,53955371,59,265,3.15.07,NPA+FR
23,37273626,59,265,3.15.07,NPA+FR
14,5750598,60,269,3.15.07,DMSO
15,5316338,60,269,3.15.07,DMSO
16,11525086,60,269,3.15.07,DMSO+FR
17,14038634,60,269,3.15.07,DMSO+FR
18,18452205,60,269,3.15.07,NPA
19,16852282,60,269,3.15.07,NPA
20,41323516,60,269,3.15.07,NPA+FR
21,40718954,60,269,3.15.07,NPA+FR
22,53554840,60,269,3.15.07,NPA+FR
23,36700005,60,269,3.15.07,NPA+FR
14,5508277,61,273,3.15.07,DMSO
15,5362661,61,273,3.15.07,DMSO
16,11323165,61,273,3.15.07,DMSO+FR
17,13178401,61,273,3.15.07,DMSO+FR
18,18730106,61,273,3.15.07,NPA
19,17036007,61,273,3.15.07,NPA
20,40202824,61,273,3.15.07,NPA+FR
21,38036047,61,273,3.15.07,NPA+FR
22,51591225,61,273,3.15.07,NPA+FR
23,37068892,61,273,3.15.07,NPA+FR
14,5630256,62,277,3.15.07,DMSO
15,5331986,62,277,3.15.07,DMSO
16,11056074,62,277,3.15.07,DMSO+FR
17,12504501,62,277,3.15.07,DMSO+FR
18,19111435,62,277,3.15.07,NPA
19,16125357,62,277,3.15.07,NPA
20,40218578,62,277,3.15.07,NPA+FR
21,38993489,62,277,3.15.07,NPA+FR
22,50849056,62,277,3.15.07,NPA+FR
23,36674141,62,277,3.15.07,NPA+FR
14,5470394,63,281,3.15.07,DMSO
15,5560703,63,281,3.15.07,DMSO
16,11387643,63,281,3.15.07,DMSO+FR
17,13416529,63,281,3.15.07,DMSO+FR
18,19146853,63,281,3.15.07,NPA
19,16891670,63,281,3.15.07,NPA
20,40248131,63,281,3.15.07,NPA+FR
21,38668315,63,281,3.15.07,NPA+FR
22,52824020,63,281,3.15.07,NPA+FR
23,35393024,63,281,3.15.07,NPA+FR
14,5648394,64,285,3.15.07,DMSO
15,4923209,64,285,3.15.07,DMSO
16,11686957,64,285,3.15.07,DMSO+FR
17,13218381,64,285,3.15.07,DMSO+FR
18,19149537,64,285,3.15.07,NPA
19,17415755,64,285,3.15.07,NPA
20,39142014,64,285,3.15.07,NPA+FR
21,37562386,64,285,3.15.07,NPA+FR
22,51883780,64,285,3.15.07,NPA+FR
23,35205507,64,285,3.15.07,NPA+FR
14,5374122,65,289,3.15.07,DMSO
15,5675866,65,289,3.15.07,DMSO
16,11273839,65,289,3.15.07,DMSO+FR
17,13332420,65,289,3.15.07,DMSO+FR
18,19004161,65,289,3.15.07,NPA
19,16912013,65,289,3.15.07,NPA
20,39026726,65,289,3.15.07,NPA+FR
21,38525762,65,289,3.15.07,NPA+FR
22,51363590,65,289,3.15.07,NPA+FR
23,37806877,65,289,3.15.07,NPA+FR
14,5635442,66,293,3.15.07,DMSO
15,5079958,66,293,3.15.07,DMSO
16,10834022,66,293,3.15.07,DMSO+FR
17,12762076,66,293,3.15.07,DMSO+FR
18,18865461,66,293,3.15.07,NPA
19,17494464,66,293,3.15.07,NPA
20,38450631,66,293,3.15.07,NPA+FR
21,37426090,66,293,3.15.07,NPA+FR
22,51535678,66,293,3.15.07,NPA+FR
23,34814079,66,293,3.15.07,NPA+FR
14,5606092,67,297,3.15.07,DMSO
15,4932498,67,297,3.15.07,DMSO
16,10740802,67,297,3.15.07,DMSO+FR
17,12598527,67,297,3.15.07,DMSO+FR
18,19582973,67,297,3.15.07,NPA
19,16496678,67,297,3.15.07,NPA
20,37148060,67,297,3.15.07,NPA+FR
21,35531883,67,297,3.15.07,NPA+FR
22,50975144,67,297,3.15.07,NPA+FR
23,34682467,67,297,3.15.07,NPA+FR
14,5344783,68,301,3.15.07,DMSO
15,5058575,68,301,3.15.07,DMSO
16,10618281,68,301,3.15.07,DMSO+FR
17,12582142,68,301,3.15.07,DMSO+FR
18,18954331,68,301,3.15.07,NPA
19,17030537,68,301,3.15.07,NPA
20,36169359,68,301,3.15.07,NPA+FR
21,35216957,68,301,3.15.07,NPA+FR
22,49271367,68,301,3.15.07,NPA+FR
23,34091472,68,301,3.15.07,NPA+FR
14,5179713,69,305,3.15.07,DMSO
15,5238924,69,305,3.15.07,DMSO
16,10490976,69,305,3.15.07,DMSO+FR
17,12785714,69,305,3.15.07,DMSO+FR
18,18696328,69,305,3.15.07,NPA
19,16710634,69,305,3.15.07,NPA
20,37459847,69,305,3.15.07,NPA+FR
21,35556002,69,305,3.15.07,NPA+FR
22,48992433,69,305,3.15.07,NPA+FR
23,34278304,69,305,3.15.07,NPA+FR
14,5598489,70,309,3.15.07,DMSO
15,5065151,70,309,3.15.07,DMSO
16,10066316,70,309,3.15.07,DMSO+FR
17,12513446,70,309,3.15.07,DMSO+FR
18,19249151,70,309,3.15.07,NPA
19,16911012,70,309,3.15.07,NPA
20,36903217,70,309,3.15.07,NPA+FR
21,34740148,70,309,3.15.07,NPA+FR
22,48855630,70,309,3.15.07,NPA+FR
23,33685956,70,309,3.15.07,NPA+FR
14,5489096,71,313,3.15.07,DMSO
15,4978921,71,313,3.15.07,DMSO
16,10738453,71,313,3.15.07,DMSO+FR
17,12652775,71,313,3.15.07,DMSO+FR
18,19639130,71,313,3.15.07,NPA
19,16585627,71,313,3.15.07,NPA
20,36722484,71,313,3.15.07,NPA+FR
21,34874272,71,313,3.15.07,NPA+FR
22,48118073,71,313,3.15.07,NPA+FR
23,33829493,71,313,3.15.07,NPA+FR
14,5626906,72,317,3.15.07,DMSO
15,5002777,72,317,3.15.07,DMSO
16,10755517,72,317,3.15.07,DMSO+FR
17,11458758,72,317,3.15.07,DMSO+FR
18,19424850,72,317,3.15.07,NPA
19,18019265,72,317,3.15.07,NPA
20,36142131,72,317,3.15.07,NPA+FR
21,35152500,72,317,3.15.07,NPA+FR
22,49352687,72,317,3.15.07,NPA+FR
23,32066506,72,317,3.15.07,NPA+FR
14,5725846,73,321,3.15.07,DMSO
15,5339480,73,321,3.15.07,DMSO
16,10152590,73,321,3.15.07,DMSO+FR
17,12017864,73,321,3.15.07,DMSO+FR
18,19023277,73,321,3.15.07,NPA
19,17274146,73,321,3.15.07,NPA
20,35805186,73,321,3.15.07,NPA+FR
21,34351351,73,321,3.15.07,NPA+FR
22,49346898,73,321,3.15.07,NPA+FR
23,33079754,73,321,3.15.07,NPA+FR
14,5790840,74,325,3.15.07,DMSO
15,5861361,74,325,3.15.07,DMSO
16,9793433,74,325,3.15.07,DMSO+FR
17,11584710,74,325,3.15.07,DMSO+FR
18,20140707,74,325,3.15.07,NPA
19,17298859,74,325,3.15.07,NPA
20,34931839,74,325,3.15.07,NPA+FR
21,33969285,74,325,3.15.07,NPA+FR
22,50049977,74,325,3.15.07,NPA+FR
23,32812962,74,325,3.15.07,NPA+FR
14,5852245,75,329,3.15.07,DMSO
15,5554250,75,329,3.15.07,DMSO
16,10001768,75,329,3.15.07,DMSO+FR
17,12182597,75,329,3.15.07,DMSO+FR
18,19754965,75,329,3.15.07,NPA
19,17198013,75,329,3.15.07,NPA
20,34538820,75,329,3.15.07,NPA+FR
21,34031185,75,329,3.15.07,NPA+FR
22,48219320,75,329,3.15.07,NPA+FR
23,31515669,75,329,3.15.07,NPA+FR
14,5415556,76,333,3.15.07,DMSO
15,5117392,76,333,3.15.07,DMSO
16,10199604,76,333,3.15.07,DMSO+FR
17,11813925,76,333,3.15.07,DMSO+FR
18,19517649,76,333,3.15.07,NPA
19,17412645,76,333,3.15.07,NPA
20,34897494,76,333,3.15.07,NPA+FR
21,32546515,76,333,3.15.07,NPA+FR
22,47647188,76,333,3.15.07,NPA+FR
23,32375915,76,333,3.15.07,NPA+FR
14,6047566,77,337,3.15.07,DMSO
15,5279402,77,337,3.15.07,DMSO
16,9672179,77,337,3.15.07,DMSO+FR
17,11487792,77,337,3.15.07,DMSO+FR
18,20163572,77,337,3.15.07,NPA
19,17486526,77,337,3.15.07,NPA
20,35149381,77,337,3.15.07,NPA+FR
21,33597953,77,337,3.15.07,NPA+FR
22,47058277,77,337,3.15.07,NPA+FR
23,31907342,77,337,3.15.07,NPA+FR
14,5490661,78,341,3.15.07,DMSO
15,5509783,78,341,3.15.07,DMSO
16,10088704,78,341,3.15.07,DMSO+FR
17,10746955,78,341,3.15.07,DMSO+FR
18,19624554,78,341,3.15.07,NPA
19,17658349,78,341,3.15.07,NPA
20,33055543,78,341,3.15.07,NPA+FR
21,32961910,78,341,3.15.07,NPA+FR
22,47587468,78,341,3.15.07,NPA+FR
23,30738112,78,341,3.15.07,NPA+FR
14,5728958,79,345,3.15.07,DMSO
15,4987460,79,345,3.15.07,DMSO
16,9476917,79,345,3.15.07,DMSO+FR
17,10901167,79,345,3.15.07,DMSO+FR
18,19074744,79,345,3.15.07,NPA
19,17125711,79,345,3.15.07,NPA
20,33145660,79,345,3.15.07,NPA+FR
21,33116161,79,345,3.15.07,NPA+FR
22,47009984,79,345,3.15.07,NPA+FR
23,32133760,79,345,3.15.07,NPA+FR
14,5293446,80,349,3.15.07,DMSO
15,5149160,80,349,3.15.07,DMSO
16,9913931,80,349,3.15.07,DMSO+FR
17,10923238,80,349,3.15.07,DMSO+FR
18,19907739,80,349,3.15.07,NPA
19,17881281,80,349,3.15.07,NPA
20,32981786,80,349,3.15.07,NPA+FR
21,32910774,80,349,3.15.07,NPA+FR
22,45801406,80,349,3.15.07,NPA+FR
23,31044763,80,349,3.15.07,NPA+FR
14,6356206,81,353,3.15.07,DMSO
15,5348716,81,353,3.15.07,DMSO
16,9893289,81,353,3.15.07,DMSO+FR
17,10921655,81,353,3.15.07,DMSO+FR
18,19563804,81,353,3.15.07,NPA
19,18035740,81,353,3.15.07,NPA
20,32927160,81,353,3.15.07,NPA+FR
21,33192790,81,353,3.15.07,NPA+FR
22,44905040,81,353,3.15.07,NPA+FR
23,32377088,81,353,3.15.07,NPA+FR
14,5971988,82,357,3.15.07,DMSO
15,5446698,82,357,3.15.07,DMSO
16,9404002,82,357,3.15.07,DMSO+FR
17,10732851,82,357,3.15.07,DMSO+FR
18,20131998,82,357,3.15.07,NPA
19,18155398,82,357,3.15.07,NPA
20,32933994,82,357,3.15.07,NPA+FR
21,32183364,82,357,3.15.07,NPA+FR
22,46942913,82,357,3.15.07,NPA+FR
23,31292049,82,357,3.15.07,NPA+FR
14,5227149,83,361,3.15.07,DMSO
15,5251810,83,361,3.15.07,DMSO
16,9307688,83,361,3.15.07,DMSO+FR
17,10367943,83,361,3.15.07,DMSO+FR
18,19139815,83,361,3.15.07,NPA
19,17777612,83,361,3.15.07,NPA
20,31371556,83,361,3.15.07,NPA+FR
21,32359993,83,361,3.15.07,NPA+FR
22,46381257,83,361,3.15.07,NPA+FR
23,31016357,83,361,3.15.07,NPA+FR
14,5635427,84,365,3.15.07,DMSO
15,5899194,84,365,3.15.07,DMSO
16,9154375,84,365,3.15.07,DMSO+FR
17,10392156,84,365,3.15.07,DMSO+FR
18,20300384,84,365,3.15.07,NPA
19,18686774,84,365,3.15.07,NPA
20,32494607,84,365,3.15.07,NPA+FR
21,31843787,84,365,3.15.07,NPA+FR
22,45576282,84,365,3.15.07,NPA+FR
23,31990238,84,365,3.15.07,NPA+FR
14,5785906,85,369,3.15.07,DMSO
15,5280027,85,369,3.15.07,DMSO
16,9052377,85,369,3.15.07,DMSO+FR
17,9768095,85,369,3.15.07,DMSO+FR
18,20391539,85,369,3.15.07,NPA
19,18316330,85,369,3.15.07,NPA
20,31214620,85,369,3.15.07,NPA+FR
21,31617102,85,369,3.15.07,NPA+FR
22,44335899,85,369,3.15.07,NPA+FR
23,30794714,85,369,3.15.07,NPA+FR
14,5783230,86,373,3.15.07,DMSO
15,5209893,86,373,3.15.07,DMSO
16,8965002,86,373,3.15.07,DMSO+FR
17,9035299,86,373,3.15.07,DMSO+FR
18,20549299,86,373,3.15.07,NPA
19,18217440,86,373,3.15.07,NPA
20,33318793,86,373,3.15.07,NPA+FR
21,32040618,86,373,3.15.07,NPA+FR
22,45360717,86,373,3.15.07,NPA+FR
23,31343416,86,373,3.15.07,NPA+FR
14,5795316,87,377,3.15.07,DMSO
15,5404486,87,377,3.15.07,DMSO
16,8845412,87,377,3.15.07,DMSO+FR
17,10420448,87,377,3.15.07,DMSO+FR
18,20047388,87,377,3.15.07,NPA
19,17857870,87,377,3.15.07,NPA
20,31849955,87,377,3.15.07,NPA+FR
21,31558639,87,377,3.15.07,NPA+FR
22,44940727,87,377,3.15.07,NPA+FR
23,29088860,87,377,3.15.07,NPA+FR
14,5509630,88,381,3.15.07,DMSO
15,5003556,88,381,3.15.07,DMSO
16,8388170,88,381,3.15.07,DMSO+FR
17,9531867,88,381,3.15.07,DMSO+FR
18,20792135,88,381,3.15.07,NPA
19,18343642,88,381,3.15.07,NPA
20,30980529,88,381,3.15.07,NPA+FR
21,29480059,88,381,3.15.07,NPA+FR
22,42421683,88,381,3.15.07,NPA+FR
23,29093031,88,381,3.15.07,NPA+FR
14,5743490,89,385,3.15.07,DMSO
15,5017410,89,385,3.15.07,DMSO
16,8353501,89,385,3.15.07,DMSO+FR
17,9919325,89,385,3.15.07,DMSO+FR
18,20882303,89,385,3.15.07,NPA
19,18606785,89,385,3.15.07,NPA
20,31384853,89,385,3.15.07,NPA+FR
21,29572308,89,385,3.15.07,NPA+FR
22,42088215,89,385,3.15.07,NPA+FR
23,29592564,89,385,3.15.07,NPA+FR
14,5952524,90,389,3.15.07,DMSO
15,5351257,90,389,3.15.07,DMSO
16,8160932,90,389,3.15.07,DMSO+FR
17,9695775,90,389,3.15.07,DMSO+FR
18,20917242,90,389,3.15.07,NPA
19,18806725,90,389,3.15.07,NPA
20,31115803,90,389,3.15.07,NPA+FR
21,28979113,90,389,3.15.07,NPA+FR
22,41975041,90,389,3.15.07,NPA+FR
23,30344570,90,389,3.15.07,NPA+FR
14,5618888,91,393,3.15.07,DMSO
15,5366613,91,393,3.15.07,DMSO
16,8015010,91,393,3.15.07,DMSO+FR
17,9664380,91,393,3.15.07,DMSO+FR
18,20639566,91,393,3.15.07,NPA
19,17906203,91,393,3.15.07,NPA
20,30507745,91,393,3.15.07,NPA+FR
21,29095575,91,393,3.15.07,NPA+FR
22,42044128,91,393,3.15.07,NPA+FR
23,28729071,91,393,3.15.07,NPA+FR
14,5859770,92,397,3.15.07,DMSO
15,5576627,92,397,3.15.07,DMSO
16,8047345,92,397,3.15.07,DMSO+FR
17,9553622,92,397,3.15.07,DMSO+FR
18,21118735,92,397,3.15.07,NPA
19,18334167,92,397,3.15.07,NPA
20,29542837,92,397,3.15.07,NPA+FR
21,28963274,92,397,3.15.07,NPA+FR
22,42415307,92,397,3.15.07,NPA+FR
23,28708851,92,397,3.15.07,NPA+FR
14,5710413,93,401,3.15.07,DMSO
15,4758590,93,401,3.15.07,DMSO
16,8648104,93,401,3.15.07,DMSO+FR
17,10176384,93,401,3.15.07,DMSO+FR
18,20687724,93,401,3.15.07,NPA
19,18815917,93,401,3.15.07,NPA
20,28772054,93,401,3.15.07,NPA+FR
21,28242925,93,401,3.15.07,NPA+FR
22,41153845,93,401,3.15.07,NPA+FR
23,28968604,93,401,3.15.07,NPA+FR
14,5980749,94,405,3.15.07,DMSO
15,5453418,94,405,3.15.07,DMSO
16,7887764,94,405,3.15.07,DMSO+FR
17,9746204,94,405,3.15.07,DMSO+FR
18,20568568,94,405,3.15.07,NPA
19,19191256,94,405,3.15.07,NPA
20,29790574,94,405,3.15.07,NPA+FR
21,27169394,94,405,3.15.07,NPA+FR
22,40479480,94,405,3.15.07,NPA+FR
23,27884699,94,405,3.15.07,NPA+FR
14,6208184,95,409,3.15.07,DMSO
15,4940140,95,409,3.15.07,DMSO
16,7704941,95,409,3.15.07,DMSO+FR
17,9652558,95,409,3.15.07,DMSO+FR
18,21271603,95,409,3.15.07,NPA
19,18851914,95,409,3.15.07,NPA
20,28426824,95,409,3.15.07,NPA+FR
21,28152905,95,409,3.15.07,NPA+FR
22,41418922,95,409,3.15.07,NPA+FR
23,27483403,95,409,3.15.07,NPA+FR
14,5955385,96,413,3.15.07,DMSO
15,4950205,96,413,3.15.07,DMSO
16,7913873,96,413,3.15.07,DMSO+FR
17,9740652,96,413,3.15.07,DMSO+FR
18,21274295,96,413,3.15.07,NPA
19,18788749,96,413,3.15.07,NPA
20,30736663,96,413,3.15.07,NPA+FR
21,28157061,96,413,3.15.07,NPA+FR
22,39366335,96,413,3.15.07,NPA+FR
23,28711214,96,413,3.15.07,NPA+FR
14,5878138,97,417,3.15.07,DMSO
15,5445865,97,417,3.15.07,DMSO
16,7793512,97,417,3.15.07,DMSO+FR
17,9509414,97,417,3.15.07,DMSO+FR
18,21356711,97,417,3.15.07,NPA
19,18450514,97,417,3.15.07,NPA
20,28909742,97,417,3.15.07,NPA+FR
21,27802612,97,417,3.15.07,NPA+FR
22,39580867,97,417,3.15.07,NPA+FR
23,26632750,97,417,3.15.07,NPA+FR
14,6198925,98,421,3.15.07,DMSO
15,5470723,98,421,3.15.07,DMSO
16,7674399,98,421,3.15.07,DMSO+FR
17,8997117,98,421,3.15.07,DMSO+FR
18,20479202,98,421,3.15.07,NPA
19,19493734,98,421,3.15.07,NPA
20,28114287,98,421,3.15.07,NPA+FR
21,27120652,98,421,3.15.07,NPA+FR
22,39887601,98,421,3.15.07,NPA+FR
23,26985418,98,421,3.15.07,NPA+FR
14,5599323,99,425,3.15.07,DMSO
15,5152075,99,425,3.15.07,DMSO
16,7648612,99,425,3.15.07,DMSO+FR
17,9071420,99,425,3.15.07,DMSO+FR
18,21045395,99,425,3.15.07,NPA
19,18713236,99,425,3.15.07,NPA
20,27796167,99,425,3.15.07,NPA+FR
21,27450135,99,425,3.15.07,NPA+FR
22,39443392,99,425,3.15.07,NPA+FR
23,26395047,99,425,3.15.07,NPA+FR
14,5962182,100,429,3.15.07,DMSO
15,5307225,100,429,3.15.07,DMSO
16,7509124,100,429,3.15.07,DMSO+FR
17,8710737,100,429,3.15.07,DMSO+FR
18,21158180,100,429,3.15.07,NPA
19,18625282,100,429,3.15.07,NPA
20,27837866,100,429,3.15.07,NPA+FR
21,27458863,100,429,3.15.07,NPA+FR
22,39174094,100,429,3.15.07,NPA+FR
23,26658990,100,429,3.15.07,NPA+FR
14,5680397,101,433,3.15.07,DMSO
15,5238298,101,433,3.15.07,DMSO
16,7642894,101,433,3.15.07,DMSO+FR
17,9279968,101,433,3.15.07,DMSO+FR
18,21588097,101,433,3.15.07,NPA
19,18510897,101,433,3.15.07,NPA
20,27125204,101,433,3.15.07,NPA+FR
21,27131947,101,433,3.15.07,NPA+FR
22,39625859,101,433,3.15.07,NPA+FR
23,25738917,101,433,3.15.07,NPA+FR
14,5574571,102,437,3.15.07,DMSO
15,4952173,102,437,3.15.07,DMSO
16,7308170,102,437,3.15.07,DMSO+FR
17,9511873,102,437,3.15.07,DMSO+FR
18,21786655,102,437,3.15.07,NPA
19,18841447,102,437,3.15.07,NPA
20,26791970,102,437,3.15.07,NPA+FR
21,26351943,102,437,3.15.07,NPA+FR
22,38227897,102,437,3.15.07,NPA+FR
23,25814816,102,437,3.15.07,NPA+FR
14,5854650,103,441,3.15.07,DMSO
15,5083749,103,441,3.15.07,DMSO
16,7093303,103,441,3.15.07,DMSO+FR
17,8610997,103,441,3.15.07,DMSO+FR
18,21702270,103,441,3.15.07,NPA
19,18884660,103,441,3.15.07,NPA
20,27433640,103,441,3.15.07,NPA+FR
21,25831595,103,441,3.15.07,NPA+FR
22,37536815,103,441,3.15.07,NPA+FR
23,26174640,103,441,3.15.07,NPA+FR
14,5597692,104,445,3.15.07,DMSO
15,5142386,104,445,3.15.07,DMSO
16,7159365,104,445,3.15.07,DMSO+FR
17,8891148,104,445,3.15.07,DMSO+FR
18,21315120,104,445,3.15.07,NPA
19,19077239,104,445,3.15.07,NPA
20,26532408,104,445,3.15.07,NPA+FR
21,25592592,104,445,3.15.07,NPA+FR
22,36572297,104,445,3.15.07,NPA+FR
23,25574604,104,445,3.15.07,NPA+FR
14,5976997,105,449,3.15.07,DMSO
15,5019926,105,449,3.15.07,DMSO
16,7144786,105,449,3.15.07,DMSO+FR
17,8197281,105,449,3.15.07,DMSO+FR
18,22110912,105,449,3.15.07,NPA
19,18420735,105,449,3.15.07,NPA
20,26087800,105,449,3.15.07,NPA+FR
21,24759558,105,449,3.15.07,NPA+FR
22,37142917,105,449,3.15.07,NPA+FR
23,25736215,105,449,3.15.07,NPA+FR
14,5720103,106,453,3.15.07,DMSO
15,5632464,106,453,3.15.07,DMSO
16,6823271,106,453,3.15.07,DMSO+FR
17,8376818,106,453,3.15.07,DMSO+FR
18,21690554,106,453,3.15.07,NPA
19,18233130,106,453,3.15.07,NPA
20,25875471,106,453,3.15.07,NPA+FR
21,24796906,106,453,3.15.07,NPA+FR
22,37417195,106,453,3.15.07,NPA+FR
23,25928517,106,453,3.15.07,NPA+FR
14,5608753,107,457,3.15.07,DMSO
15,5148719,107,457,3.15.07,DMSO
16,6776555,107,457,3.15.07,DMSO+FR
17,9041807,107,457,3.15.07,DMSO+FR
18,22009487,107,457,3.15.07,NPA
19,19569041,107,457,3.15.07,NPA
20,25928257,107,457,3.15.07,NPA+FR
21,24915606,107,457,3.15.07,NPA+FR
22,35514557,107,457,3.15.07,NPA+FR
23,24205557,107,457,3.15.07,NPA+FR
14,5818937,108,461,3.15.07,DMSO
15,5254580,108,461,3.15.07,DMSO
16,6835657,108,461,3.15.07,DMSO+FR
17,7947659,108,461,3.15.07,DMSO+FR
18,22296178,108,461,3.15.07,NPA
19,19353737,108,461,3.15.07,NPA
20,25979573,108,461,3.15.07,NPA+FR
21,24729073,108,461,3.15.07,NPA+FR
22,35286747,108,461,3.15.07,NPA+FR
23,24524436,108,461,3.15.07,NPA+FR
14,5971594,109,465,3.15.07,DMSO
15,4893662,109,465,3.15.07,DMSO
16,6993901,109,465,3.15.07,DMSO+FR
17,8351197,109,465,3.15.07,DMSO+FR
18,22008435,109,465,3.15.07,NPA
19,18493785,109,465,3.15.07,NPA
20,26080106,109,465,3.15.07,NPA+FR
21,24191035,109,465,3.15.07,NPA+FR
22,35559542,109,465,3.15.07,NPA+FR
23,24290702,109,465,3.15.07,NPA+FR
14,5822953,110,469,3.15.07,DMSO
15,4950850,110,469,3.15.07,DMSO
16,7037440,110,469,3.15.07,DMSO+FR
17,8265075,110,469,3.15.07,DMSO+FR
18,22564931,110,469,3.15.07,NPA
19,18983083,110,469,3.15.07,NPA
20,24260162,110,469,3.15.07,NPA+FR
21,25235093,110,469,3.15.07,NPA+FR
22,34389084,110,469,3.15.07,NPA+FR
23,25022670,110,469,3.15.07,NPA+FR
14,5831154,111,473,3.15.07,DMSO
15,5157255,111,473,3.15.07,DMSO
16,6978463,111,473,3.15.07,DMSO+FR
17,8089208,111,473,3.15.07,DMSO+FR
18,22176001,111,473,3.15.07,NPA
19,18706975,111,473,3.15.07,NPA
20,25506679,111,473,3.15.07,NPA+FR
21,24298719,111,473,3.15.07,NPA+FR
22,35418848,111,473,3.15.07,NPA+FR
23,24552130,111,473,3.15.07,NPA+FR
14,5987026,112,477,3.15.07,DMSO
15,5012574,112,477,3.15.07,DMSO
16,6225451,112,477,3.15.07,DMSO+FR
17,7930451,112,477,3.15.07,DMSO+FR
18,22960381,112,477,3.15.07,NPA
19,19304841,112,477,3.15.07,NPA
20,24303555,112,477,3.15.07,NPA+FR
21,23023053,112,477,3.15.07,NPA+FR
22,34058373,112,477,3.15.07,NPA+FR
23,23281406,112,477,3.15.07,NPA+FR
14,5860792,113,481,3.15.07,DMSO
15,5075235,113,481,3.15.07,DMSO
16,6688753,113,481,3.15.07,DMSO+FR
17,7912262,113,481,3.15.07,DMSO+FR
18,21962867,113,481,3.15.07,NPA
19,18109152,113,481,3.15.07,NPA
20,23635020,113,481,3.15.07,NPA+FR
21,24004688,113,481,3.15.07,NPA+FR
22,33715574,113,481,3.15.07,NPA+FR
23,23970698,113,481,3.15.07,NPA+FR
14,5958961,114,485,3.15.07,DMSO
15,5094567,114,485,3.15.07,DMSO
16,6608911,114,485,3.15.07,DMSO+FR
17,7913401,114,485,3.15.07,DMSO+FR
18,22301629,114,485,3.15.07,NPA
19,18590155,114,485,3.15.07,NPA
20,23042636,114,485,3.15.07,NPA+FR
21,24005289,114,485,3.15.07,NPA+FR
22,33701562,114,485,3.15.07,NPA+FR
23,23777317,114,485,3.15.07,NPA+FR
14,5568291,115,489,3.15.07,DMSO
15,4909408,115,489,3.15.07,DMSO
16,6255306,115,489,3.15.07,DMSO+FR
17,7733114,115,489,3.15.07,DMSO+FR
18,22451334,115,489,3.15.07,NPA
19,19389983,115,489,3.15.07,NPA
20,23005611,115,489,3.15.07,NPA+FR
21,22650976,115,489,3.15.07,NPA+FR
22,32381355,115,489,3.15.07,NPA+FR
23,23313393,115,489,3.15.07,NPA+FR
14,5558021,116,493,3.15.07,DMSO
15,5162403,116,493,3.15.07,DMSO
16,6537878,116,493,3.15.07,DMSO+FR
17,7958021,116,493,3.15.07,DMSO+FR
18,22770934,116,493,3.15.07,NPA
19,19159456,116,493,3.15.07,NPA
20,23730148,116,493,3.15.07,NPA+FR
21,22577057,116,493,3.15.07,NPA+FR
22,34070392,116,493,3.15.07,NPA+FR
23,23816865,116,493,3.15.07,NPA+FR
14,5887330,117,497,3.15.07,DMSO
15,5200816,117,497,3.15.07,DMSO
16,6287124,117,497,3.15.07,DMSO+FR
17,7582010,117,497,3.15.07,DMSO+FR
18,22302537,117,497,3.15.07,NPA
19,19318134,117,497,3.15.07,NPA
20,23640798,117,497,3.15.07,NPA+FR
21,23062162,117,497,3.15.07,NPA+FR
22,32358440,117,497,3.15.07,NPA+FR
23,23787015,117,497,3.15.07,NPA+FR
14,5963600,118,501,3.15.07,DMSO
15,4937597,118,501,3.15.07,DMSO
16,6672208,118,501,3.15.07,DMSO+FR
17,7838205,118,501,3.15.07,DMSO+FR
18,22779311,118,501,3.15.07,NPA
19,20204519,118,501,3.15.07,NPA
20,24030599,118,501,3.15.07,NPA+FR
21,22105222,118,501,3.15.07,NPA+FR
22,32377143,118,501,3.15.07,NPA+FR
23,23422307,118,501,3.15.07,NPA+FR
