plant,signal,slice,time,date,treatment
1,16232059,0,-10,3.14.07,DMSO
2,5473187,0,-10,3.14.07,DMSO
3,12152460,0,-10,3.14.07,DMSO
4,12753623,0,-10,3.14.07,DMSO
5,9810456,0,-10,3.14.07,DMSO+FR
6,14589379,0,-10,3.14.07,DMSO+FR
7,8691671,0,-10,3.14.07,DMSO+FR
8,39233395,0,-10,3.14.07,NPA
9,52023319,0,-10,3.14.07,NPA
10,100623681,0,-10,3.14.07,NPA+FR
11,9107341,0,-10,3.14.07,NPA+FR
12,34970233,0,-10,3.14.07,NPA+FR
13,56271280,0,-10,3.14.07,NPA+FR
1,17577514,1,45,3.14.07,DMSO
2,5298110,1,45,3.14.07,DMSO
3,12479735,1,45,3.14.07,DMSO
4,13555463,1,45,3.14.07,DMSO
5,9985301,1,45,3.14.07,DMSO+FR
6,13677990,1,45,3.14.07,DMSO+FR
7,9152868,1,45,3.14.07,DMSO+FR
8,38444361,1,45,3.14.07,NPA
9,45761635,1,45,3.14.07,NPA
10,87794968,1,45,3.14.07,NPA+FR
11,7594917,1,45,3.14.07,NPA+FR
12,29717792,1,45,3.14.07,NPA+FR
13,49038981,1,45,3.14.07,NPA+FR
1,17585426,2,49,3.14.07,DMSO
2,5793094,2,49,3.14.07,DMSO
3,12567288,2,49,3.14.07,DMSO
4,13141650,2,49,3.14.07,DMSO
5,10281882,2,49,3.14.07,DMSO+FR
6,13716288,2,49,3.14.07,DMSO+FR
7,9038796,2,49,3.14.07,DMSO+FR
8,37666177,2,49,3.14.07,NPA
9,45768500,2,49,3.14.07,NPA
10,89232302,2,49,3.14.07,NPA+FR
11,7836879,2,49,3.14.07,NPA+FR
12,28582176,2,49,3.14.07,NPA+FR
13,51074381,2,49,3.14.07,NPA+FR
1,18575220,3,53,3.14.07,DMSO
2,5623006,3,53,3.14.07,DMSO
3,13261816,3,53,3.14.07,DMSO
4,13989836,3,53,3.14.07,DMSO
5,10892491,3,53,3.14.07,DMSO+FR
6,14712922,3,53,3.14.07,DMSO+FR
7,9451930,3,53,3.14.07,DMSO+FR
8,37719696,3,53,3.14.07,NPA
9,45302965,3,53,3.14.07,NPA
10,89836820,3,53,3.14.07,NPA+FR
11,8090117,3,53,3.14.07,NPA+FR
12,29971063,3,53,3.14.07,NPA+FR
13,51864232,3,53,3.14.07,NPA+FR
1,17535650,4,57,3.14.07,DMSO
2,4928408,4,57,3.14.07,DMSO
3,13366657,4,57,3.14.07,DMSO
4,14490629,4,57,3.14.07,DMSO
5,11133363,4,57,3.14.07,DMSO+FR
6,14476163,4,57,3.14.07,DMSO+FR
7,9644350,4,57,3.14.07,DMSO+FR
8,38000038,4,57,3.14.07,NPA
9,45145015,4,57,3.14.07,NPA
10,92916425,4,57,3.14.07,NPA+FR
11,8061581,4,57,3.14.07,NPA+FR
12,30283802,4,57,3.14.07,NPA+FR
13,51212163,4,57,3.14.07,NPA+FR
1,17323991,5,61,3.14.07,DMSO
2,5586346,5,61,3.14.07,DMSO
3,13033907,5,61,3.14.07,DMSO
4,14244615,5,61,3.14.07,DMSO
5,11337476,5,61,3.14.07,DMSO+FR
6,15252687,5,61,3.14.07,DMSO+FR
7,9682159,5,61,3.14.07,DMSO+FR
8,37027918,5,61,3.14.07,NPA
9,46204016,5,61,3.14.07,NPA
10,93566666,5,61,3.14.07,NPA+FR
11,8736244,5,61,3.14.07,NPA+FR
12,29696067,5,61,3.14.07,NPA+FR
13,52507089,5,61,3.14.07,NPA+FR
1,17561891,6,65,3.14.07,DMSO
2,5347987,6,65,3.14.07,DMSO
3,13189303,6,65,3.14.07,DMSO
4,13176121,6,65,3.14.07,DMSO
5,11729699,6,65,3.14.07,DMSO+FR
6,15518289,6,65,3.14.07,DMSO+FR
7,9786896,6,65,3.14.07,DMSO+FR
8,36869443,6,65,3.14.07,NPA
9,43728629,6,65,3.14.07,NPA
10,95442835,6,65,3.14.07,NPA+FR
11,8681217,6,65,3.14.07,NPA+FR
12,31811202,6,65,3.14.07,NPA+FR
13,55191785,6,65,3.14.07,NPA+FR
1,17330089,7,69,3.14.07,DMSO
2,5445442,7,69,3.14.07,DMSO
3,13529112,7,69,3.14.07,DMSO
4,14087907,7,69,3.14.07,DMSO
5,11900648,7,69,3.14.07,DMSO+FR
6,15562602,7,69,3.14.07,DMSO+FR
7,10349600,7,69,3.14.07,DMSO+FR
8,36130403,7,69,3.14.07,NPA
9,44106649,7,69,3.14.07,NPA
10,97207180,7,69,3.14.07,NPA+FR
11,9088653,7,69,3.14.07,NPA+FR
12,31781332,7,69,3.14.07,NPA+FR
13,56096589,7,69,3.14.07,NPA+FR
1,17022839,8,73,3.14.07,DMSO
2,5093596,8,73,3.14.07,DMSO
3,13581499,8,73,3.14.07,DMSO
4,13626932,8,73,3.14.07,DMSO
5,12964133,8,73,3.14.07,DMSO+FR
6,16335142,8,73,3.14.07,DMSO+FR
7,11401141,8,73,3.14.07,DMSO+FR
8,35844830,8,73,3.14.07,NPA
9,44749447,8,73,3.14.07,NPA
10,98044118,8,73,3.14.07,NPA+FR
11,9432720,8,73,3.14.07,NPA+FR
12,32015567,8,73,3.14.07,NPA+FR
13,57216035,8,73,3.14.07,NPA+FR
1,16755946,9,77,3.14.07,DMSO
2,5130559,9,77,3.14.07,DMSO
3,13979789,9,77,3.14.07,DMSO
4,14148922,9,77,3.14.07,DMSO
5,13891703,9,77,3.14.07,DMSO+FR
6,16878295,9,77,3.14.07,DMSO+FR
7,11889815,9,77,3.14.07,DMSO+FR
8,35593424,9,77,3.14.07,NPA
9,44588290,9,77,3.14.07,NPA
10,102237875,9,77,3.14.07,NPA+FR
11,9254696,9,77,3.14.07,NPA+FR
12,35822701,9,77,3.14.07,NPA+FR
13,59833100,9,77,3.14.07,NPA+FR
1,16889095,10,81,3.14.07,DMSO
2,5041823,10,81,3.14.07,DMSO
3,12846158,10,81,3.14.07,DMSO
4,13939760,10,81,3.14.07,DMSO
5,14285450,10,81,3.14.07,DMSO+FR
6,17444658,10,81,3.14.07,DMSO+FR
7,11280257,10,81,3.14.07,DMSO+FR
8,35281644,10,81,3.14.07,NPA
9,45132167,10,81,3.14.07,NPA
10,105624652,10,81,3.14.07,NPA+FR
11,9508493,10,81,3.14.07,NPA+FR
12,35405266,10,81,3.14.07,NPA+FR
13,61932556,10,81,3.14.07,NPA+FR
1,16864252,11,85,3.14.07,DMSO
2,5843231,11,85,3.14.07,DMSO
3,13718119,11,85,3.14.07,DMSO
4,14171790,11,85,3.14.07,DMSO
5,16398445,11,85,3.14.07,DMSO+FR
6,18656679,11,85,3.14.07,DMSO+FR
7,13284888,11,85,3.14.07,DMSO+FR
8,35110420,11,85,3.14.07,NPA
9,44949356,11,85,3.14.07,NPA
10,106706052,11,85,3.14.07,NPA+FR
11,11256602,11,85,3.14.07,NPA+FR
12,37807277,11,85,3.14.07,NPA+FR
13,64274911,11,85,3.14.07,NPA+FR
1,16412866,12,89,3.14.07,DMSO
2,5258217,12,89,3.14.07,DMSO
3,12261153,12,89,3.14.07,DMSO
4,13643578,12,89,3.14.07,DMSO
5,15243062,12,89,3.14.07,DMSO+FR
6,18259290,12,89,3.14.07,DMSO+FR
7,12507801,12,89,3.14.07,DMSO+FR
8,34499977,12,89,3.14.07,NPA
9,44019970,12,89,3.14.07,NPA
10,109579965,12,89,3.14.07,NPA+FR
11,10017697,12,89,3.14.07,NPA+FR
12,38236748,12,89,3.14.07,NPA+FR
13,63189459,12,89,3.14.07,NPA+FR
1,15496225,13,93,3.14.07,DMSO
2,5463130,13,93,3.14.07,DMSO
3,13068092,13,93,3.14.07,DMSO
4,13679456,13,93,3.14.07,DMSO
5,16702537,13,93,3.14.07,DMSO+FR
6,20439457,13,93,3.14.07,DMSO+FR
7,13650927,13,93,3.14.07,DMSO+FR
8,34834439,13,93,3.14.07,NPA
9,45155244,13,93,3.14.07,NPA
10,113757204,13,93,3.14.07,NPA+FR
11,9917239,13,93,3.14.07,NPA+FR
12,39155000,13,93,3.14.07,NPA+FR
13,65328017,13,93,3.14.07,NPA+FR
1,16349502,14,97,3.14.07,DMSO
2,5058881,14,97,3.14.07,DMSO
3,13532150,14,97,3.14.07,DMSO
4,12884907,14,97,3.14.07,DMSO
5,17429001,14,97,3.14.07,DMSO+FR
6,20659278,14,97,3.14.07,DMSO+FR
7,14434288,14,97,3.14.07,DMSO+FR
8,34612521,14,97,3.14.07,NPA
9,43445239,14,97,3.14.07,NPA
10,117182590,14,97,3.14.07,NPA+FR
11,10627943,14,97,3.14.07,NPA+FR
12,39707132,14,97,3.14.07,NPA+FR
13,69347116,14,97,3.14.07,NPA+FR
1,16138557,15,101,3.14.07,DMSO
2,5594324,15,101,3.14.07,DMSO
3,13632761,15,101,3.14.07,DMSO
4,13377135,15,101,3.14.07,DMSO
5,18728080,15,101,3.14.07,DMSO+FR
6,21773190,15,101,3.14.07,DMSO+FR
7,15191271,15,101,3.14.07,DMSO+FR
8,36139064,15,101,3.14.07,NPA
9,43452212,15,101,3.14.07,NPA
10,116598217,15,101,3.14.07,NPA+FR
11,10674393,15,101,3.14.07,NPA+FR
12,40601289,15,101,3.14.07,NPA+FR
13,68681589,15,101,3.14.07,NPA+FR
1,15382028,16,105,3.14.07,DMSO
2,5162093,16,105,3.14.07,DMSO
3,12964070,16,105,3.14.07,DMSO
4,13439691,16,105,3.14.07,DMSO
5,19458414,16,105,3.14.07,DMSO+FR
6,23120322,16,105,3.14.07,DMSO+FR
7,16138527,16,105,3.14.07,DMSO+FR
8,33870748,16,105,3.14.07,NPA
9,44871528,16,105,3.14.07,NPA
10,121826557,16,105,3.14.07,NPA+FR
11,11152350,16,105,3.14.07,NPA+FR
12,40989713,16,105,3.14.07,NPA+FR
13,70068302,16,105,3.14.07,NPA+FR
1,15137583,17,109,3.14.07,DMSO
2,5196867,17,109,3.14.07,DMSO
3,13256901,17,109,3.14.07,DMSO
4,12978760,17,109,3.14.07,DMSO
5,20893668,17,109,3.14.07,DMSO+FR
6,23597327,17,109,3.14.07,DMSO+FR
7,17328610,17,109,3.14.07,DMSO+FR
8,34931346,17,109,3.14.07,NPA
9,44427359,17,109,3.14.07,NPA
10,124240066,17,109,3.14.07,NPA+FR
11,12135861,17,109,3.14.07,NPA+FR
12,43249181,17,109,3.14.07,NPA+FR
13,71990419,17,109,3.14.07,NPA+FR
1,15695245,18,113,3.14.07,DMSO
2,5433025,18,113,3.14.07,DMSO
3,12971798,18,113,3.14.07,DMSO
4,13215148,18,113,3.14.07,DMSO
5,22979457,18,113,3.14.07,DMSO+FR
6,25877223,18,113,3.14.07,DMSO+FR
7,18552854,18,113,3.14.07,DMSO+FR
8,34304790,18,113,3.14.07,NPA
9,44494389,18,113,3.14.07,NPA
10,123034041,18,113,3.14.07,NPA+FR
11,11686137,18,113,3.14.07,NPA+FR
12,43606605,18,113,3.14.07,NPA+FR
13,73175074,18,113,3.14.07,NPA+FR
1,15065602,19,117,3.14.07,DMSO
2,4818835,19,117,3.14.07,DMSO
3,13004082,19,117,3.14.07,DMSO
4,13439043,19,117,3.14.07,DMSO
5,22625581,19,117,3.14.07,DMSO+FR
6,24967416,19,117,3.14.07,DMSO+FR
7,20010996,19,117,3.14.07,DMSO+FR
8,34268030,19,117,3.14.07,NPA
9,44215294,19,117,3.14.07,NPA
10,1.26E+08,19,117,3.14.07,NPA+FR
11,10959184,19,117,3.14.07,NPA+FR
12,44298254,19,117,3.14.07,NPA+FR
13,72315085,19,117,3.14.07,NPA+FR
1,15229808,20,121,3.14.07,DMSO
2,4737253,20,121,3.14.07,DMSO
3,12952375,20,121,3.14.07,DMSO
4,12830836,20,121,3.14.07,DMSO
5,23169806,20,121,3.14.07,DMSO+FR
6,26731862,20,121,3.14.07,DMSO+FR
7,20727214,20,121,3.14.07,DMSO+FR
8,33703997,20,121,3.14.07,NPA
9,44153164,20,121,3.14.07,NPA
10,126058090,20,121,3.14.07,NPA+FR
11,11466285,20,121,3.14.07,NPA+FR
12,45920076,20,121,3.14.07,NPA+FR
13,75794960,20,121,3.14.07,NPA+FR
1,14665431,21,125,3.14.07,DMSO
2,4284592,21,125,3.14.07,DMSO
3,12255393,21,125,3.14.07,DMSO
4,12966579,21,125,3.14.07,DMSO
5,25484863,21,125,3.14.07,DMSO+FR
6,27443743,21,125,3.14.07,DMSO+FR
7,20883860,21,125,3.14.07,DMSO+FR
8,33783408,21,125,3.14.07,NPA
9,44324621,21,125,3.14.07,NPA
10,127696555,21,125,3.14.07,NPA+FR
11,11576947,21,125,3.14.07,NPA+FR
12,45305931,21,125,3.14.07,NPA+FR
13,74762767,21,125,3.14.07,NPA+FR
1,13981890,22,129,3.14.07,DMSO
2,4657364,22,129,3.14.07,DMSO
3,12952303,22,129,3.14.07,DMSO
4,12733618,22,129,3.14.07,DMSO
5,25933168,22,129,3.14.07,DMSO+FR
6,27343942,22,129,3.14.07,DMSO+FR
7,23086088,22,129,3.14.07,DMSO+FR
8,33227975,22,129,3.14.07,NPA
9,44660086,22,129,3.14.07,NPA
10,127386310,22,129,3.14.07,NPA+FR
11,11649488,22,129,3.14.07,NPA+FR
12,46177571,22,129,3.14.07,NPA+FR
13,75303095,22,129,3.14.07,NPA+FR
1,14422631,23,133,3.14.07,DMSO
2,4053429,23,133,3.14.07,DMSO
3,12416681,23,133,3.14.07,DMSO
4,12278415,23,133,3.14.07,DMSO
5,26034993,23,133,3.14.07,DMSO+FR
6,28024674,23,133,3.14.07,DMSO+FR
7,24039303,23,133,3.14.07,DMSO+FR
8,32601400,23,133,3.14.07,NPA
9,43452054,23,133,3.14.07,NPA
10,1.29E+08,23,133,3.14.07,NPA+FR
11,11887782,23,133,3.14.07,NPA+FR
12,45523827,23,133,3.14.07,NPA+FR
13,76583852,23,133,3.14.07,NPA+FR
1,14164135,24,137,3.14.07,DMSO
2,4499544,24,137,3.14.07,DMSO
3,12322440,24,137,3.14.07,DMSO
4,12986605,24,137,3.14.07,DMSO
5,27038402,24,137,3.14.07,DMSO+FR
6,29675581,24,137,3.14.07,DMSO+FR
7,24707862,24,137,3.14.07,DMSO+FR
8,34531884,24,137,3.14.07,NPA
9,43996526,24,137,3.14.07,NPA
10,129142708,24,137,3.14.07,NPA+FR
11,11602283,24,137,3.14.07,NPA+FR
12,46195614,24,137,3.14.07,NPA+FR
13,76651756,24,137,3.14.07,NPA+FR
1,13610877,25,141,3.14.07,DMSO
2,4205869,25,141,3.14.07,DMSO
3,12179627,25,141,3.14.07,DMSO
4,12706236,25,141,3.14.07,DMSO
5,28065275,25,141,3.14.07,DMSO+FR
6,30087721,25,141,3.14.07,DMSO+FR
7,25191936,25,141,3.14.07,DMSO+FR
8,32412278,25,141,3.14.07,NPA
9,44181599,25,141,3.14.07,NPA
10,128188996,25,141,3.14.07,NPA+FR
11,11553655,25,141,3.14.07,NPA+FR
12,47431145,25,141,3.14.07,NPA+FR
13,77079862,25,141,3.14.07,NPA+FR
1,13754240,26,145,3.14.07,DMSO
2,4040901,26,145,3.14.07,DMSO
3,11764512,26,145,3.14.07,DMSO
4,12801622,26,145,3.14.07,DMSO
5,27996809,26,145,3.14.07,DMSO+FR
6,29536620,26,145,3.14.07,DMSO+FR
7,25085605,26,145,3.14.07,DMSO+FR
8,32957626,26,145,3.14.07,NPA
9,44598381,26,145,3.14.07,NPA
10,128078795,26,145,3.14.07,NPA+FR
11,12098447,26,145,3.14.07,NPA+FR
12,46933765,26,145,3.14.07,NPA+FR
13,76910116,26,145,3.14.07,NPA+FR
1,14198501,27,149,3.14.07,DMSO
2,5269150,27,149,3.14.07,DMSO
3,13103623,27,149,3.14.07,DMSO
4,13181048,27,149,3.14.07,DMSO
5,29572600,27,149,3.14.07,DMSO+FR
6,31144793,27,149,3.14.07,DMSO+FR
7,26074799,27,149,3.14.07,DMSO+FR
8,32305933,27,149,3.14.07,NPA
9,43533160,27,149,3.14.07,NPA
10,1.28E+08,27,149,3.14.07,NPA+FR
11,12842247,27,149,3.14.07,NPA+FR
12,46876514,27,149,3.14.07,NPA+FR
13,76683751,27,149,3.14.07,NPA+FR
1,14021386,28,153,3.14.07,DMSO
2,3899370,28,153,3.14.07,DMSO
3,11715372,28,153,3.14.07,DMSO
4,12455390,28,153,3.14.07,DMSO
5,28894032,28,153,3.14.07,DMSO+FR
6,29329546,28,153,3.14.07,DMSO+FR
7,26694405,28,153,3.14.07,DMSO+FR
8,32956926,28,153,3.14.07,NPA
9,42796011,28,153,3.14.07,NPA
10,129639449,28,153,3.14.07,NPA+FR
11,12621223,28,153,3.14.07,NPA+FR
12,47191654,28,153,3.14.07,NPA+FR
13,77356227,28,153,3.14.07,NPA+FR
1,13377754,29,157,3.14.07,DMSO
2,3845109,29,157,3.14.07,DMSO
3,11106041,29,157,3.14.07,DMSO
4,12976402,29,157,3.14.07,DMSO
5,28817326,29,157,3.14.07,DMSO+FR
6,29530087,29,157,3.14.07,DMSO+FR
7,26064209,29,157,3.14.07,DMSO+FR
8,31820209,29,157,3.14.07,NPA
9,43352406,29,157,3.14.07,NPA
10,1.30E+08,29,157,3.14.07,NPA+FR
11,11671688,29,157,3.14.07,NPA+FR
12,46968970,29,157,3.14.07,NPA+FR
13,75348488,29,157,3.14.07,NPA+FR
1,13728978,30,161,3.14.07,DMSO
2,4126255,30,161,3.14.07,DMSO
3,12111772,30,161,3.14.07,DMSO
4,12875481,30,161,3.14.07,DMSO
5,29398333,30,161,3.14.07,DMSO+FR
6,30022946,30,161,3.14.07,DMSO+FR
7,26540486,30,161,3.14.07,DMSO+FR
8,33246031,30,161,3.14.07,NPA
9,43348380,30,161,3.14.07,NPA
10,133012109,30,161,3.14.07,NPA+FR
11,12558738,30,161,3.14.07,NPA+FR
12,48232596,30,161,3.14.07,NPA+FR
13,76372048,30,161,3.14.07,NPA+FR
1,13220447,31,165,3.14.07,DMSO
2,4162733,31,165,3.14.07,DMSO
3,11522232,31,165,3.14.07,DMSO
4,12496308,31,165,3.14.07,DMSO
5,30501888,31,165,3.14.07,DMSO+FR
6,29662221,31,165,3.14.07,DMSO+FR
7,27854744,31,165,3.14.07,DMSO+FR
8,32612236,31,165,3.14.07,NPA
9,43274468,31,165,3.14.07,NPA
10,133034425,31,165,3.14.07,NPA+FR
11,12537974,31,165,3.14.07,NPA+FR
12,48558157,31,165,3.14.07,NPA+FR
13,76341590,31,165,3.14.07,NPA+FR
1,14062985,32,169,3.14.07,DMSO
2,3818197,32,169,3.14.07,DMSO
3,11710460,32,169,3.14.07,DMSO
4,12533102,32,169,3.14.07,DMSO
5,28841370,32,169,3.14.07,DMSO+FR
6,28250189,32,169,3.14.07,DMSO+FR
7,26433724,32,169,3.14.07,DMSO+FR
8,32332164,32,169,3.14.07,NPA
9,44056720,32,169,3.14.07,NPA
10,1.33E+08,32,169,3.14.07,NPA+FR
11,12410267,32,169,3.14.07,NPA+FR
12,46478678,32,169,3.14.07,NPA+FR
13,76516959,32,169,3.14.07,NPA+FR
1,13764621,33,173,3.14.07,DMSO
2,4059583,33,173,3.14.07,DMSO
3,12487347,33,173,3.14.07,DMSO
4,12179460,33,173,3.14.07,DMSO
5,28173235,33,173,3.14.07,DMSO+FR
6,28678635,33,173,3.14.07,DMSO+FR
7,27260605,33,173,3.14.07,DMSO+FR
8,33472215,33,173,3.14.07,NPA
9,41275054,33,173,3.14.07,NPA
10,1.34E+08,33,173,3.14.07,NPA+FR
11,12561652,33,173,3.14.07,NPA+FR
12,45654140,33,173,3.14.07,NPA+FR
13,76880515,33,173,3.14.07,NPA+FR
1,13835963,34,177,3.14.07,DMSO
2,3768784,34,177,3.14.07,DMSO
3,11988751,34,177,3.14.07,DMSO
4,12974544,34,177,3.14.07,DMSO
5,28118027,34,177,3.14.07,DMSO+FR
6,29174584,34,177,3.14.07,DMSO+FR
7,28165655,34,177,3.14.07,DMSO+FR
8,33316492,34,177,3.14.07,NPA
9,42144037,34,177,3.14.07,NPA
10,1.34E+08,34,177,3.14.07,NPA+FR
11,12296561,34,177,3.14.07,NPA+FR
12,46378372,34,177,3.14.07,NPA+FR
13,74748550,34,177,3.14.07,NPA+FR
1,13349997,35,181,3.14.07,DMSO
2,3967821,35,181,3.14.07,DMSO
3,11894461,35,181,3.14.07,DMSO
4,12305625,35,181,3.14.07,DMSO
5,27116215,35,181,3.14.07,DMSO+FR
6,28297123,35,181,3.14.07,DMSO+FR
7,26551093,35,181,3.14.07,DMSO+FR
8,32834458,35,181,3.14.07,NPA
9,42866154,35,181,3.14.07,NPA
10,132774828,35,181,3.14.07,NPA+FR
11,12872477,35,181,3.14.07,NPA+FR
12,45600270,35,181,3.14.07,NPA+FR
13,76240627,35,181,3.14.07,NPA+FR
1,13215408,36,185,3.14.07,DMSO
2,3663606,36,185,3.14.07,DMSO
3,11211116,36,185,3.14.07,DMSO
4,12785324,36,185,3.14.07,DMSO
5,27145765,36,185,3.14.07,DMSO+FR
6,30094445,36,185,3.14.07,DMSO+FR
7,27246876,36,185,3.14.07,DMSO+FR
8,31386181,36,185,3.14.07,NPA
9,42629787,36,185,3.14.07,NPA
10,1.31E+08,36,185,3.14.07,NPA+FR
11,12524521,36,185,3.14.07,NPA+FR
12,44645291,36,185,3.14.07,NPA+FR
13,73977527,36,185,3.14.07,NPA+FR
1,12998774,37,189,3.14.07,DMSO
2,3790702,37,189,3.14.07,DMSO
3,12094531,37,189,3.14.07,DMSO
4,11971363,37,189,3.14.07,DMSO
5,26660401,37,189,3.14.07,DMSO+FR
6,28417713,37,189,3.14.07,DMSO+FR
7,27013807,37,189,3.14.07,DMSO+FR
8,33182872,37,189,3.14.07,NPA
9,42131382,37,189,3.14.07,NPA
10,1.33E+08,37,189,3.14.07,NPA+FR
11,11653668,37,189,3.14.07,NPA+FR
12,45387330,37,189,3.14.07,NPA+FR
13,74959642,37,189,3.14.07,NPA+FR
1,13853364,38,193,3.14.07,DMSO
2,4337054,38,193,3.14.07,DMSO
3,12210426,38,193,3.14.07,DMSO
4,12599820,38,193,3.14.07,DMSO
5,25539222,38,193,3.14.07,DMSO+FR
6,29226953,38,193,3.14.07,DMSO+FR
7,26847382,38,193,3.14.07,DMSO+FR
8,32988983,38,193,3.14.07,NPA
9,41833278,38,193,3.14.07,NPA
10,131508242,38,193,3.14.07,NPA+FR
11,13498133,38,193,3.14.07,NPA+FR
12,45002653,38,193,3.14.07,NPA+FR
13,75025187,38,193,3.14.07,NPA+FR
1,14107168,39,197,3.14.07,DMSO
2,4356010,39,197,3.14.07,DMSO
3,12265362,39,197,3.14.07,DMSO
4,12934789,39,197,3.14.07,DMSO
5,25963529,39,197,3.14.07,DMSO+FR
6,29068937,39,197,3.14.07,DMSO+FR
7,26390607,39,197,3.14.07,DMSO+FR
8,33357690,39,197,3.14.07,NPA
9,43177430,39,197,3.14.07,NPA
10,132113826,39,197,3.14.07,NPA+FR
11,12703284,39,197,3.14.07,NPA+FR
12,45101532,39,197,3.14.07,NPA+FR
13,73107430,39,197,3.14.07,NPA+FR
1,13351498,40,201,3.14.07,DMSO
2,3922008,40,201,3.14.07,DMSO
3,11607422,40,201,3.14.07,DMSO
4,11431063,40,201,3.14.07,DMSO
5,23495689,40,201,3.14.07,DMSO+FR
6,27042856,40,201,3.14.07,DMSO+FR
7,25991304,40,201,3.14.07,DMSO+FR
8,31853788,40,201,3.14.07,NPA
9,41845428,40,201,3.14.07,NPA
10,131723247,40,201,3.14.07,NPA+FR
11,11765785,40,201,3.14.07,NPA+FR
12,44111465,40,201,3.14.07,NPA+FR
13,72563591,40,201,3.14.07,NPA+FR
1,13694978,41,205,3.14.07,DMSO
2,3551713,41,205,3.14.07,DMSO
3,11259741,41,205,3.14.07,DMSO
4,11635551,41,205,3.14.07,DMSO
5,23716956,41,205,3.14.07,DMSO+FR
6,27437622,41,205,3.14.07,DMSO+FR
7,24802232,41,205,3.14.07,DMSO+FR
8,32175915,41,205,3.14.07,NPA
9,43226504,41,205,3.14.07,NPA
10,133116290,41,205,3.14.07,NPA+FR
11,12052485,41,205,3.14.07,NPA+FR
12,43403143,41,205,3.14.07,NPA+FR
13,75071880,41,205,3.14.07,NPA+FR
1,13169533,42,209,3.14.07,DMSO
2,4542344,42,209,3.14.07,DMSO
3,12327189,42,209,3.14.07,DMSO
4,12286009,42,209,3.14.07,DMSO
5,24645052,42,209,3.14.07,DMSO+FR
6,27895931,42,209,3.14.07,DMSO+FR
7,25026502,42,209,3.14.07,DMSO+FR
8,32430321,42,209,3.14.07,NPA
9,41984719,42,209,3.14.07,NPA
10,1.32E+08,42,209,3.14.07,NPA+FR
11,12650654,42,209,3.14.07,NPA+FR
12,42919795,42,209,3.14.07,NPA+FR
13,72610359,42,209,3.14.07,NPA+FR
1,14013360,43,213,3.14.07,DMSO
2,5353201,43,213,3.14.07,DMSO
3,13168195,43,213,3.14.07,DMSO
4,13138811,43,213,3.14.07,DMSO
5,24396351,43,213,3.14.07,DMSO+FR
6,28007367,43,213,3.14.07,DMSO+FR
7,26774612,43,213,3.14.07,DMSO+FR
8,32954785,43,213,3.14.07,NPA
9,43572314,43,213,3.14.07,NPA
10,130846095,43,213,3.14.07,NPA+FR
11,15112536,43,213,3.14.07,NPA+FR
12,44660123,43,213,3.14.07,NPA+FR
13,74078906,43,213,3.14.07,NPA+FR
1,13984386,44,217,3.14.07,DMSO
2,4936367,44,217,3.14.07,DMSO
3,13010708,44,217,3.14.07,DMSO
4,12451145,44,217,3.14.07,DMSO
5,23989528,44,217,3.14.07,DMSO+FR
6,28140922,44,217,3.14.07,DMSO+FR
7,26690329,44,217,3.14.07,DMSO+FR
8,33464700,44,217,3.14.07,NPA
9,43877070,44,217,3.14.07,NPA
10,134602525,44,217,3.14.07,NPA+FR
11,14826941,44,217,3.14.07,NPA+FR
12,43462712,44,217,3.14.07,NPA+FR
13,74474088,44,217,3.14.07,NPA+FR
1,13553934,45,221,3.14.07,DMSO
2,4295681,45,221,3.14.07,DMSO
3,12999882,45,221,3.14.07,DMSO
4,12315759,45,221,3.14.07,DMSO
5,22325003,45,221,3.14.07,DMSO+FR
6,26390215,45,221,3.14.07,DMSO+FR
7,25180394,45,221,3.14.07,DMSO+FR
8,32129110,45,221,3.14.07,NPA
9,42628715,45,221,3.14.07,NPA
10,130255278,45,221,3.14.07,NPA+FR
11,13538982,45,221,3.14.07,NPA+FR
12,41327477,45,221,3.14.07,NPA+FR
13,71691338,45,221,3.14.07,NPA+FR
1,13778405,46,225,3.14.07,DMSO
2,4419915,46,225,3.14.07,DMSO
3,12715852,46,225,3.14.07,DMSO
4,12334049,46,225,3.14.07,DMSO
5,22338996,46,225,3.14.07,DMSO+FR
6,26165309,46,225,3.14.07,DMSO+FR
7,25357556,46,225,3.14.07,DMSO+FR
8,32531633,46,225,3.14.07,NPA
9,43039647,46,225,3.14.07,NPA
10,1.32E+08,46,225,3.14.07,NPA+FR
11,14263922,46,225,3.14.07,NPA+FR
12,40589432,46,225,3.14.07,NPA+FR
13,73215581,46,225,3.14.07,NPA+FR
1,13324794,47,229,3.14.07,DMSO
2,4283148,47,229,3.14.07,DMSO
3,12185485,47,229,3.14.07,DMSO
4,11273301,47,229,3.14.07,DMSO
5,21530907,47,229,3.14.07,DMSO+FR
6,24935122,47,229,3.14.07,DMSO+FR
7,24892660,47,229,3.14.07,DMSO+FR
8,31744249,47,229,3.14.07,NPA
9,41604533,47,229,3.14.07,NPA
10,1.29E+08,47,229,3.14.07,NPA+FR
11,12428736,47,229,3.14.07,NPA+FR
12,39424833,47,229,3.14.07,NPA+FR
13,71490388,47,229,3.14.07,NPA+FR
1,13534964,48,233,3.14.07,DMSO
2,4336908,48,233,3.14.07,DMSO
3,11781049,48,233,3.14.07,DMSO
4,11922960,48,233,3.14.07,DMSO
5,20505376,48,233,3.14.07,DMSO+FR
