genotype,light,NPA,replicate,exp,scan_date,file,hypocotyl_mm
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3276-0733,6.174
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3435-0717,5.591
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3679-0651,5.816
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3603-0843,5.589
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3513-1009,5.512
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3461-1238,5.483
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3152-0979,5.511
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3150-1181,5.881
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3199-1329,2.677
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3662-1216,5.371
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3564-1473,6.314
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3378-1571,4.651
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3125-1557,6.275
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3728-1493,5.607
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3060-1720,4.909
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3265-1820,6.31
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3159-1934,5.285
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3425-1848,6.923
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3720-1774,6.981
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3628-1988,5.494
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3108-2442,5.269
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3265-2582,2.838
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3491-2604,4.476
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3534-2376,3.277
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3683-2429,3.283
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3187-2830,4.143
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3202-3068,4.116
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3544-3133,4.489
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3643-2975,4.04
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3182-3310,3.78
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3352-3489,5.42
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3604-3556,4.713
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3263-3741,3.927
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3362-4077,3.302
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3574-3912,3.475
yuc2589,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3637-4139,3.622
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4210-0320,1.378
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4240-0532,2.008
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4409-0309,2.926
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4465-0560,1.888
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4127-0804,1.997
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4570-0841,2.95
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4426-0996,2.167
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4036-1012,2.034
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4092-1238,2.734
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4368-1169,2.304
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4590-1308,2.211
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4342-1333,1.972
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4068-1510,1.918
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4314-1528,1.783
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4535-1575,2.31
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4350-1724,2.013
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4143-1826,2.84
Col,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4351-1925,2.757
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4594-2366,4.444
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4444-2536,4.312
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4173-2485,2.582
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4153-2693,2.765
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4447-2820,2.466
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4524-2952,2.793
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4173-2994,3.616
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4448-3210,3.44
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4164-3317,3.115
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4442-3452,3.683
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4649-3331,2.558
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4618-3558,2.612
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4322-3591,3.635
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4114-3631,2.584
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4348-3826,1.948
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4560-3833,2.412
yuc2589,EODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4322-4063,3.393
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5084-0273,1.727
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5318-0289,2.875
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5284-0578,2.127
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5521-0474,1.626
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5565-0715,1.524
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5542-0882,1.984
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5368-0902,2.091
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5211-0756,1.863
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5023-0723,2.442
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5035-1010,2.001
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5390-1179,2.235
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5491-1265,2.303
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5436-1447,2.197
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5178-1385,2.291
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5023-1447,2.026
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5475-1692,2.471
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5476-1945,2.127
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5196-1779,2.267
Col,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4964-1946,1.99
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5027-2516,2.742
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5310-2488,2.67
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5497-2503,2.841
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5458-2784,2.65
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5209-2913,2.297
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:4975-2787,2.629
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5016-3192,2.905
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5165-3296,3.532
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5523-3118,4.11
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5419-3257,2.844
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5335-3618,4.162
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5054-3550,2.314
yuc2589,EODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:5415-3954,3.277
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0643-0447,3.394
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0836-0362,3.524
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0948-0502,3.386
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1078-0266,3.53
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1128-0464,3.378
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0981-0691,3.635
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0697-0773,3.265
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0991-0940,3.789
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1166-0803,3.653
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1132-1017,2.942
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1155-1226,3.528
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0930-1312,3.599
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0663-1088,3.568
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0832-1067,2.874
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0707-1350,3.094
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0756-1487,2.842
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0650-1618,3.247
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1014-1531,3.391
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1193-1627,3.326
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0684-1887,3.556
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0694-2080,3.156
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0937-1806,2.888
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0997-2001,3.567
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1125-1864,2.693
Col,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1229-1944,3.171
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0671-2444,3.039
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0940-2498,2.811
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1173-2664,3.314
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1014-2768,2.67
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0699-2777,2.594
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0627-3062,2.865
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0922-3093,2.87
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1194-2901,2.876
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1113-3181,2.912
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1176-3370,2.471
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0944-3389,2.871
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0704-3454,3.048
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0610-3306,2.724
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:0710-3798,2.974
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1019-3698,2.153
yuc2589,noEODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1208-3692,2.806
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1711-0277,4.007
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1997-0260,3.166
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1878-0428,3.466
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2031-0457,3.65
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2128-0722,2.895
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1817-0712,2.757
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1611-0557,2.352
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1592-0784,2.159
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1940-0947,3.967
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1701-1048,2.495
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2076-1142,3.857
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2086-1342,3.377
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1894-1384,3.516
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1607-1286,3.288
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1619-1492,3.612
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1876-1721,3.859
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2099-1608,3.541
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1613-1811,3.282
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1762-1954,3.043
Col,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2060-1859,2.705
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1675-2527,3.116
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1961-2494,2.097
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2141-2622,2.926
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1943-2770,2.642
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1749-3028,2.327
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1971-2997,2.952
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2191-2953,2.307
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1831-3202,2.321
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1736-3553,2.875
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2075-3387,3.229
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2191-3619,3.152
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2010-3725,2.589
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1681-3735,2.504
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1728-3907,2.713
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:1928-4031,3.307
yuc2589,noEODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2129-3901,2.798
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2786-0342,3.668
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2993-0319,2.826
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2583-0535,3.036
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2738-0696,3.441
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3049-0591,3.67
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2913-0845,3.514
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3032-0956,4.05
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2756-0957,3.169
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2578-0895,3.544
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2543-1148,3.642
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2794-1293,2.38
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3061-1208,3.468
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3048-1472,3.281
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2890-1589,3.647
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2643-1499,2.924
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2623-1777,3.501
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2869-1785,3.657
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3076-1694,2.527
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2542-2024,3.829
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2849-2070,3.074
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2958-1912,3.165
Col,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3132-2030,3.472
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2595-2521,2.874
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2967-2519,2.976
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2921-2756,2.677
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2649-2773,2.669
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2607-3026,2.909
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2514-3274,2.643
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2755-3368,3.215
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2879-3253,3.035
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3031-3223,2.317
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2959-3479,3.271
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2618-3764,2.863
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2894-3803,2.811
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2697-3926,3.011
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:2933-2976,2.712
yuc2589,noEODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3183-3941,2.856
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3673-0338,3.727
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3476-0663,3.348
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3757-0541,3.159
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3953-0259,3.233
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4008-0469,3.096
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3852-0662,3.491
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3951-0803,3.161
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3665-0920,3.43
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3572-1114,2.996
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3981-1046,3.289
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3742-1190,3.317
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3600-1351,2.605
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3870-1459,2.398
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3591-1596,2.815
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3678-1735,3.359
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3858-1876,3.674
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3997-1543,3.527
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4011-1974,3.36
Col,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3570-1918,3.311
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3478-2509,3.124
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3769-2544,2.505
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3937-2425,3.173
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3723-2726,3.197
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3880-2849,2.713
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3637-2983,3.019
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3578-3140,2.755
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3921-3030,2.679
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3907-3260,2.49
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3777-3461,3.384
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3637-3411,2.258
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3739-3733,2.466
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3629-3967,2.335
yuc2589,noEODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:3937-4044,3.151
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4465-0307,1.738
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4694-0256,2.102
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4861-0456,2.28
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4658-0533,1.897
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4443-0618,2.12
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4616-0809,1.773
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4804-0681,1.647
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4846-0858,1.828
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4445-0892,1.651
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4661-1122,2.218
