Plant,time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
treat,,control,control,control,control,control,control,control,control,control,control,EOD-FR,EOD-FR,EOD-FR,EOD-FR,EOD-FR,EOD-FR,EOD-FR,EOD-FR,EOD-FR
gt,,Col,Col,Col,yuccaQ,yuccaQ,yuccaQ,yuccaQ,yuccaQ,yuccaQ,yuccaQ,yuccaQ,yuccaQ,yuccaQ,yuccaQ,yuccaQ,yuccaQ,Col,Col,Col
treat_gt,,Col control,Col control,Col control,yuccaQ control,yuccaQ control,yuccaQ control,yuccaQ control,yuccaQ control,yuccaQ control,yuccaQ control,yuccaQ EOD-FR,yuccaQ EOD-FR,yuccaQ EOD-FR,yuccaQ EOD-FR,yuccaQ EOD-FR,yuccaQ EOD-FR,Col EOD-FR,Col EOD-FR,Col EOD-FR
TL,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A


,620,21274692,14237468,17976384,18019030,3972009,10072476,18011426,13259134,12196506,6881843,12686142,15036270,15463556,16906388,10373768,8275350,23465036,16782132,31320326
,624,21342038,14409811,17753932,18112222,3989116,9556643,17616876,13096051,12665323,6584791,12807813,14447091,15643056,18197172,10393474,8962070,22174936,17245848,30896004
,628,21117524,14118451,17810896,18516360,4362114,9445137,17474336,12831719,12378485,6501277,12156950,15328802,15315273,18044356,10682336,8181794,21697824,16759761,31266352
,632,21291108,14691893,17333092,17910688,4412877,9602682,17438596,13666008,12016496,6700708,12594527,15053240,16040992,17430906,10463645,7717953,22491784,16834048,30820600
,636,21185504,14736567,17528166,18506824,4065857,9601241,17467642,13189890,12200036,6449205,12434119,14460759,16001220,17740316,10514577,8027638,21796518,16063026,29847422
,640,21369676,14528540,18307460,18064556,4072638,9895334,17394092,13284560,11668274,6973768,12801878,14795225,14945740,17442536,10093732,7818031,21596194,16572876,30013710
,644,20917172,14590760,17641964,18040172,4127933,10022881,17470168,13203524,12169349,6423799,12358241,14711599,14968903,18034784,9849113,8165373,22329416,15972358,29262276
,648,20811056,14541874,18295736,17854380,4284180,9612270,17647956,12697289,12864441,6735530,12998222,15371232,15734170,18094296,9903269,8328661,20997382,15811793,29574932
,652,21651204,14698176,17669248,17659362,4459000,9807893,17805456,13012842,11918924,6652462,12181615,15001861,15266648,17914504,10332306,8459810,22155092,15893878,29290504
,656,20457562,14187480,18104288,18118820,4323674,9765258,17916692,13037080,12635752,7052975,12118742,14414874,14744642,17425624,9980020,7448104,21306448,15763775,28572282
,660,21220190,14233852,17923784,17796148,4464212,10175814,17990592,13175383,12463953,6871237,12469068,14499215,15217385,16657641,9983110,8299910,21527088,15102109,29118296
,664,19874304,14358381,18342298,18126044,4854550,10004150,18552528,13433590,11885073,6576763,12291482,14546411,15206382,17061050,10008576,7838706,21392564,14887384,28699604
,668,20578600,14328898,17471608,18090420,4349215,9910601,18611560,13636553,12457525,7055189,11840699,14288520,15068990,17058840,10122885,7846331,21654464,15108419,28971310
,672,21083768,15049581,17839472,18156008,4789944,9861805,17705764,13322956,12181092,7421452,12344916,14721229,15400586,17798008,10143545,7537088,21887344,15301203,28159212
,676,20092068,14037967,18063384,18275688,5046082,9727557,17848628,13700624,12139892,6943319,11878881,14628077,14605261,17335218,9555509,7697127,21594012,15357674,27920556
,680,20878888,14755955,17506166,18191008,4317858,9878485,18394354,13777283,12420083,7062228,12170190,14252271,15216434,17225904,10089753,7692064,21050814,14714708,27300800
,684,21147468,14364142,18135204,18074050,4788527,9675358,18743064,13800835,12442467,6639403,12200505,14423031,14623044,16748152,9979446,7755463,21407584,15515394,28008378
,688,20695060,14548852,18258980,18110436,4411678,9889264,18243192,13358459,12258140,7488398,12481781,14321151,14645223,16765383,9891066,7330296,21337302,14715407,27213590
,692,20482828,15054554,18018412,18227270,4853293,9262957,18095910,13502085,12513277,7306383,12184984,14475964,14667887,15979027,9095818,7083638,20895408,14854499,27385852
,696,20807016,15258465,17962120,17446496,4739624,9348630,17822702,13223437,12463934,6948804,12495083,14674927,14595218,16396367,9652286,7013625,20382816,14293987,27421472
,700,21242212,15702159,18094588,18201160,4570501,9553385,17766514,13568270,12598188,6668812,11419030,14254151,14623147,16759229,9814690,7247389,19770000,14821974,27443002
,704,21210452,15630481,18409818,17745928,4664923,9297983,17997056,14334164,12746268,6992910,11907365,14344420,14580870,16746320,9328935,6993304,20611112,14361176,26059022
,708,21049404,15303165,17776722,18077532,5026232,9351965,18102610,14275823,12690902,6956021,11701495,14543500,14708335,16291056,8583386,7172354,20874440,14038832,25874980
,712,21521092,15731127,18148220,18088408,4751668,9376668,17759096,13973306,12504574,6618399,11757688,14235003,14795681,16377779,8443899,7413217,20093286,13993347,26214000
,716,20703176,15207159,17952640,18532758,4673028,9499515,17993092,13899805,12510389,7033290,11995520,13924261,14603514,16016137,9433867,6759766,20648048,14369770,25902556
,720,20860812,15038424,17846042,18007964,4642835,9587420,17598124,13743911,12707036,6943759,11527721,13636081,14187487,16324911,8862501,7031692,21583294,14181168,25891020
,724,20407400,15923287,18196362,18620804,4188489,9650510,18030772,14005575,12891462,7686129,11762699,14122832,13981828,17036710,8904676,6899175,20830192,13821194,25738314
,728,21783300,15842055,17991550,18499176,4478251,9538046,18857804,14037371,12838904,7109829,11911879,13814827,13326254,16057940,9631258,7008768,20986528,13316968,25559722
,732,21648852,15917462,18081496,18327944,4310007,9647818,18029588,14278110,13246642,7126221,12081029,14628025,14076402,16323976,9097172,7048520,20566768,13414539,25773770
,736,21499488,15465255,18621176,18429192,4475629,9485981,17811926,14281417,12985129,6797698,11487548,13786214,13934941,16430033,8677554,7404415,20700536,13499377,26325574
,740,21628168,15570684,18074762,18147824,4278397,9568573,17939052,14826587,12623121,6943772,11520928,14544544,13903577,16896494,9396568,7329711,20347912,13318792,24953144
,744,21354584,15670926,18944352,17890882,4518763,9100756,18394272,13893084,12814983,6934782,11511871,13623997,13822320,16852680,8753919,6969834,20470170,12905404,24220026
,748,21380900,16195868,18247848,18536412,4425625,9485225,18592916,14152960,13366976,7213309,11311578,14262622,14201202,16700485,8698045,7151620,21017012,13888980,23454692
,752,21964502,15818617,18561120,18049088,4250172,9236075,18771158,13850986,13092502,7045320,11680564,13997261,14431688,16491909,8717872,7179547,21731792,13142580,21725544
,756,21780212,15896160,18411142,17750370,4244518,8642524,19034418,14461450,12923935,6836407,11519959,13609504,13782618,17399380,8761051,7155690,20895342,12669296,21055132
,760,21620780,15965454,18706840,17467792,4474519,9174178,18718992,14087763,12621585,6968739,10969936,13753774,13714474,16983238,8347462,6866986,20275916,12822050,20177512
,764,21736664,14974615,18405402,17700624,4380191,8987962,18955966,14264887,12378140,6989980,11675337,13514396,13716748,16768500,8392571,6727783,20329740,13314904,20318552
,768,21400616,15492249,18582586,18450248,4638456,8890276,18527518,14438764,13576613,7024561,11456360,13958112,14167427,16862212,9166123,6709616,21077660,12709738,21368428
,772,22059016,15375945,18631984,17776600,4562628,8878238,19030040,13740755,13329428,7677054,11589187,13099927,13641993,17695548,8289459,6732558,19816564,13015417,21717588
,776,22242520,15880163,18929984,18679144,4618198,8828174,18512716,14378364,13199470,7258948,11163638,13916165,14564376,16445906,8124373,6532162,20291868,13099732,21113572
,780,22164428,15818789,18794284,18003956,4886028,9294197,18904440,14675459,12779835,7060394,11808032,13901572,13926632,16870772,8431577,6816920,18489804,13021757,20664218
,784,22108516,15643404,18614748,18451392,4889468,9419960,18970164,14372275,12979207,7038176,11555385,12968311,14074868,16326424,8042852,7211242,18710212,13236867,22218776
,788,22295834,15742904,19322896,18802916,5064876,9557343,18694844,15353808,12974934,7082517,11704185,14147432,14101452,17097416,8597542,6697169,18692720,13048827,21401632
,792,22239092,14901664,18501236,18575048,5105466,9310217,18940704,14786140,12840760,7545104,11113736,13721533,14295671,17015932,8442391,6920862,18256364,11930518,21699536
,796,22102020,15107935,18830500,18705656,5209188,9655350,18536572,14719922,13804288,7674256,11459343,14067485,14138347,16626696,7456409,6721858,18125864,12689146,22683248
,800,21881046,15258825,18539580,19084226,5075951,9587161,18716520,15340826,13188698,7047487,11106722,13043646,14183264,17345204,7989431,6917015,18694640,12571499,21314050
,804,22259628,15304826,18788226,18922160,5035832,9972422,18908816,14618490,12909076,6934872,11440067,13505011,13765891,16432370,8266793,6827678,17363104,12300129,22607848
,808,22128400,15237785,18085328,18612048,5232238,9360126,18020652,14786060,13001904,7028804,11257933,13338275,14014843,16915980,8146149,6542808,17657912,12766502,21501936
,812,21549852,14751097,17800364,18598724,5353610,9343229,18535312,14866185,12328338,7068244,11368123,13186311,13956875,17134532,8082035,6795703,17060994,12912792,22225502
,816,22280728,14698768,18079000,17931204,5061790,9324413,18603066,15165504,13143952,7415551,11044443,13361090,14166214,16956346,7573710,7003211,16418284,12792603,22506396
,820,22309464,14777577,18492604,18882908,4934150,8780494,18783132,15086026,12741067,6826093,11131637,13841835,13658570,16580518,7767312,7050019,16074524,11944728,22029154
,824,21613796,15100602,17622352,18421212,5401159,8901280,18022708,15118662,13024435,7256686,11301971,12971979,14014149,17173226,7594733,6448706,16198345,11944751,21868048
,828,21928696,14264583,17572716,19460548,4908691,9319479,17638596,14799436,13420933,6888523,11023413,13233502,13976089,16784156,7292125,6428856,15776250,12460068,20883280
,832,21448036,14010662,18406834,18741676,5126819,9417622,18112948,14693747,12815136,6577251,11556603,12735117,13541225,16086863,8065817,6895881,15861436,11981677,20235896
,836,21839170,14136320,17596020,18811760,5518155,8875428,18048772,15157508,13177676,6950788,10835898,13119427,13432414,17641398,7619709,6706268,15364183,12824851,20911704
,840,21945696,13766731,18202680,18872984,5038707,9283345,18034808,14466340,12488845,6204298,11418679,12386128,13379720,17380664,7939985,6496914,15327653,12419800,20140056
,844,21694164,13722524,17836660,19165356,5031154,9368720,17701860,14314306,12894281,6905767,11045834,12624798,13431663,16892224,7519093,6695048,14930815,11764151,20374104
,848,21846664,13437574,17693620,18533696,4904203,9256003,17489562,14482582,12595318,6118096,10889425,12943562,13463795,16885354,7213324,6893117,14179675,11107048,20457644
,852,21347596,13348509,17474768,18953294,5436992,8608985,17315820,14458170,13107463,6334575,11090215,12765173,13709034,16807478,7610175,6654346,14208935,11333670,19631148
,856,21591188,13632625,17563862,18566968,5236333,9200478,17733938,14743791,13027203,6247897,10377953,12583197,13866314,17579572,7418153,6322704,14832632,11248056,18935944
,860,21177018,13446655,17480928,18642660,5198472,8621195,17766816,14225849,13190930,6455439,10794870,12272455,13043199,17490068,7290261,6388431,14344174,11951002,19432062
,864,20939088,14115849,17093040,18815976,5297389,8977321,17320364,14736178,12460340,6231514,10264108,12735564,12762995,17300852,7315103,6987536,14069613,11844583,19524348
,868,21302218,13094711,17321956,19143358,5119452,8827753,17304932,14060032,13017270,6694498,10603442,12775195,12911513,16436963,7088764,7130668,14462609,11673642,19630200
,872,21334342,13271102,17196164,18761470,5359037,8499448,17189944,15036046,13311147,6421561,10363168,12352695,12789193,17248328,7236963,6643606,14315352,11363860,19444330
,876,21519728,13538806,17092828,18374644,4917276,9138499,16916200,14230324,13047098,6325347,10616476,12115498,12650642,16808114,7330463,6840763,13143533,11548366,19991356
,880,21419544,13875817,16875860,19122552,5009191,8950687,16596658,14989025,13112214,6235309,9913730,12332103,12999240,17830784,6926779,6446022,12983798,11710435,19551224
,884,21109880,13242016,16771675,18473364,5231003,8653417,16459868,14604343,12460989,6335578,10386369,11453398,12392303,17523198,6884677,6659640,13239399,11483769,19194076
,888,21112460,13044335,16644628,18396142,4969963,9211265,17408792,14336300,12670900,6493759,10423889,11854217,12843317,17221058,7308625,6750501,13068720,11815137,18741500
,892,21313088,13228031,17048086,18839710,5169284,9037895,17674292,14464286,12853952,6290540,10291601,11750920,12123110,17520828,6762605,6556358,12592643,11116198,19417626
,896,21031356,13283444,17096066,18887856,4728078,9622853,17451442,14529004,12829809,6727866,10145808,12268201,12302779,16560338,6965478,6891276,13427227,11519895,19303796
,900,21779960,13092628,16189167,18154552,5261029,8790307,17698436,14194210,12323591,5772820,10018816,12099407,12434770,18298868,7129077,6807701,12705024,11474288,19532970
,904,21065200,12893195,15897271,18244052,4628310,8927772,17531416,14923710,12494877,6611113,9270088,11789735,11927846,17563872,6972472,6879064,13044166,12039998,18406024
,908,20846624,13252194,16308474,18967536,5024642,9051300,17200652,14660485,12745814,6526014,9635515,11937540,12750271,17224684,6524813,6737974,12913514,11666172,19163412
,912,20887044,13360340,16282713,18117460,5135909,8728078,17225380,14482425,12691883,6229358,9000239,11318143,11714482,15970542,6560694,6726931,13037638,11210896,18840844
,916,20529132,13290688,15599462,18164992,4808007,9091778,16565312,15198627,12983046,6133173,9358401,11594139,11771535,16810234,6944431,6228340,12449333,12435635,18402468
,920,19986220,13063938,15902812,17813924,4943772,8631063,16687569,14674498,12571827,5883099,9312014,11602563,11724311,17779810,7007092,6514348,12798487,11433497,18425838
,924,19922874,13056215,15149303,17829776,5147063,8922400,16615136,14721933,12698953,6356632,9391551,10896122,11282730,16261926,6391459,6495146,12257160,11752822,17580420
,928,20861500,12759563,15302863,18719840,4696980,8939136,17245096,15000728,12036994,5877354,8568549,12079974,11690150,16348808,6918379,6605874,13313475,10906488,17842270
,932,20108748,12998478,15266735,17812172,5133918,8670265,16420797,14873395,12335954,6102887,8734899,12145093,11227275,16727781,6662097,6529438,13569343,10879882,18232180
,936,20610620,13190217,15654741,18046188,4691317,8581744,16251692,14815488,12516909,6560207,8853228,11404390,11188436,16645058,6813109,6630836,13483830,10991961,17332532
,940,19838080,12683830,15448407,17543272,4450619,8259093,16074967,14158524,12553428,6445843,8770914,11267280,11155557,16928984,6566318,6795083,13606126,11187544,18028624
,944,19529966,13211656,14896763,17648360,4326292,8035173,15400621,13946823,12092622,5964838,8932883,11310919,10926049,16229453,6459032,6370658,14028537,11098458,17320924
,948,19229660,13419707,14976820,17439708,4620142,8718178,16473976,13844106,12174474,6329190,8877971,11002939,10939215,16256292,6576615,6612635,14000206,10601151,17086688
,952,19676944,13392238,14627822,17295466,4448163,8697444,16637543,13757818,12393090,6397754,8650282,10663223,11008096,16557642,6486689,6415057,14546327,10325596,17034372
,956,19717628,13226188,15330630,17315768,4518817,8331647,16408094,14027144,12220095,6485881,8647651,11539952,10412103,16535641,6945411,6169267,14653131,10788864,16782794
,960,18750284,13396626,14524609,17409078,4560773,7896532,15296735,13381273,12670406,6819669,8136188,11458199,10237100,16599107,5981116,6337229,15057573,10009987,16203898
,964,19650216,13572118,15148468,17003480,4334048,8256671,15284326,13190555,12508752,6498432,8388009,10643055,10570319,16017059,6492258,6282982,14552487,10465569,16433316
,968,19476780,12633808,14782851,17049452,4811588,7999481,16503319,13530546,12036560,6724327,7942846,11227930,10684634,16488082,6087353,6528820,15191865,10504857,16365724
,972,18969528,13414117,14659745,16722663,4572074,8323695,15827899,13412627,11954548,6100765,7579819,11080155,10249186,15882457,6211848,6690765,15107837,9828749,16124372
,976,18302332,12971970,14392109,16754791,4177040,7905484,15429815,12960864,12067253,6050540,7644825,10188070,9666942,15653994,6047017,5886207,14382902,10304614,16508157
,980,18277972,13084023,14305809,16795832,4361397,8595118,15983907,13496172,12301995,6081845,7838575,10535636,10276047,15643423,6056346,5990490,14195867,10289610,16743430
,984,18537156,12843166,13822313,15881046,4080789,7802133,16129391,13039589,12283834,5968369,7971466,10186372,9419890,16003587,5971490,5870188,14260731,9932943,15175918
,988,18567190,13120393,14640204,16282165,4163260,7786224,16258258,13625250,12249087,6277406,7460687,11049130,10023025,16493297,6286600,5800882,14845822,9369970,16565182
,992,17832604,12949216,14564048,16078855,4667483,7654945,15801065,13477889,12037136,6204152,7523596,10314998,9699889,16244878,5733016,6002447,15289549,10296236,15430048
,996,17924724,12923422,14052336,16198701,4424932,7832098,16156139,13525915,11325492,5641618,7716677,10152411,9148063,15722219,5470860,5701727,14618170,9790830,15893614
,1000,17827066,12558058,14041411,16293493,4326284,7681769,15813900,13419009,11639372,6134587,7423565,10416080,9405494,15420982,6093758,5742181,15734665,10025111,17138176
,1004,17848880,12432592,14221034,16504949,4345960,7375497,16067648,13080084,11472392,5707140,7390892,10443899,9917011,15361224,6250781,5963448,14824175,9833679,15777166
,1008,17447856,12997260,13829215,15157390,4291086,7265535,15399739,13016189,11237214,5897214,6874370,10086862,9924338,15570079,5757252,5609028,14624179,9580347,16386414
,1012,17337288,12398159,13726533,15439247,3824241,7853020,15047935,12888168,11498888,5393719,6543399,9987765,9159982,15403596,5844232,5596838,14334847,9281518,15685631
,1016,17586786,11916204,13359021,15367412,4073209,7484362,15732341,13107198,11468278,5416085,6758253,10186688,9281886,15043709,5855316,5480888,14776659,9802183,16366127
,1020,17338220,12341246,13711392,15239610,4363249,6827908,15777364,13555574,11502887,5373176,6563048,9633730,9780293,16714572,5934358,5544387,15272656,9088171,16587430
,1024,17500844,12836864,13315275,15601979,3994342,7087828,15670199,13019910,11103557,5521560,7104089,9806026,9734510,15148892,5934995,5509519,15290547,10165686,16414800
,1028,16932444,12609477,13386813,15286648,3937051,6831932,15391429,12730579,11110733,4966296,7065468,10445219,9798774,15671696,5539232,5446021,14788705,9434360,16788516
,1032,16425476,11984765,13689624,14991214,3659549,6799767,14910800,12905924,11151690,5052406,6548030,10201944,9525724,15193576,5558135,5237733,14854377,9486087,15971486
,1036,16679093,11949891,12829042,14212908,3570685,7150930,14800020,12770706,11258144,5012669,6326292,10100362,9134256,15199412,5436156,5197482,14455552,9063584,15914054
,1040,16506187,11780514,13543003,14573565,3655885,7073807,14225209,13246267,11441728,5192820,6451084,10027641,8958111,15193558,5457876,5156388,14433781,9085766,15995328
,1044,16865616,11800873,12872995,14365279,3544179,6836878,14109254,12512569,11478751,4928120,6970213,9736251,8715873,15313088,5252299,5440745,13688029,9250379,15713973
,1048,16110838,12181921,12724745,14120087,3738888,6912055,14253035,12115723,10734439,4481942,6744781,9397137,9260205,15421076,5460492,5187261,14441226,9189141,15691067
,1052,16802098,12102874,12782723,14046120,4004293,6539823,13595787,12366150,10930104,4762955,6260796,9831681,9129465,15040946,5521303,5049595,14840449,9386890,15695841
,1056,16185580,11586215,12906985,14416737,3840090,6544213,13511719,11879972,10557626,4928416,6136050,9695862,8761276,15371524,5610119,5401531,14983213,9246982,16581559
,1060,16978064,11955272,13273506,14226942,3975839,6678500,12635720,11550745,10676419,4790861,6214191,9720278,9130472,14874645,5185935,4954283,15207766,9181616,16944284
,1064,15864381,11328932,12519947,13286181,3538983,6628737,13047118,10962728,11167562,4360655,6060701,9375331,8961471,13975869,5494492,4909509,14685568,9421303,15832424
,1068,16478606,11641661,12341243,12918811,3219308,6864584,12907993,10942843,10687056,4752492,5911794,9120697,8679367,15218902,5236578,5040086,15194208,9201422,14870794
,1072,16092418,11754923,12678804,13265569,3637547,6423195,12142211,10941402,10633348,4638122,5948889,9189690,8634513,15371420,5256970,5271456,15328631,9737949,16288076
,1076,15521405,11070357,12158343,13446777,3719657,6214018,12107116,11193717,10927812,4534651,5942744,8923213,8473584,14323095,5427188,4858915,15870811,9398574,15734473
,1080,15872941,11240619,12320864,12789192,3901555,7005664,12096574,10157802,10538238,4001750,6200018,9240049,8072381,14887453,5340639,4868180,15358210,9465777,15779576
,1084,15837872,10926128,12130484,13143900,3710069,6176129,11892654,10288054,9933943,4001312,6213767,9011168,8802998,14764467,5008233,4674004,15964386,8835067,14856030
,1088,15685186,11469992,12306755,13101195,3937056,6215915,11918504,10322909,10434661,4481832,6103136,8593693,8191303,14888374,5157454,5385748,15331059,9584783,14674582
,1092,15057932,11328600,12795929,12941933,3718586,6345934,11672278,10120022,10602441,4188513,5708625,8540239,8081200,14776835,5049565,5020091,15366956,9163248,15644671
,1096,15323118,11211468,12260187,12756733,3559458,6585208,11949468,10644767,10518836,4159056,5262789,9013976,8091679,14392717,4903640,4408542,15667201,9268923,15286183
,1100,15555738,10999395,12517260,13107877,3342598,6230994,11748566,9934258,10191025,4094431,5680174,8864051,8077102,14253283,5072472,5128841,15295804,9088315,15951893
,1104,14907274,11275112,12669242,12938939,3528051,6017137,11696387,10482147,10188689,4296183,5869442,8905349,7856577,14551116,5268342,4885837,15190102,9523545,14695905
,1108,15195638,10843606,12129106,12584757,3247648,5923436,11501597,10658710,10582979,4427516,5159597,8783771,8006817,14518417,5292468,4770173,15885937,9101513,15175866
,1112,14785608,10987651,11814004,12337214,3686874,6135573,11856185,9905223,10659229,4199754,5119330,8618608,8048811,13630775,5198995,4498326,14852717,9845165,14709023
,1116,14412090,10643511,11836426,12226871,3212432,5874622,12251440,10478286,9659755,3653346,5471408,8284105,7869310,14257186,4878949,4783519,14393908,9263938,14940416
,1120,15075237,10719129,11361492,12496050,3247377,5659450,10941766,10027492,10421841,3688743,5610637,8608881,7875252,13693005,5189029,4640614,15402185,9248873,14234920
,1124,14663996,11028765,11599866,12254352,3530106,5733426,11715133,10583721,10303963,4122128,5501967,8830959,7898670,14453156,4655964,4968103,15006923,8969695,14924681
,1128,13952713,10171116,11507512,12012927,3231062,5859986,11039724,10352625,9967836,3980494,5233028,8681411,8074770,14069828,5282308,4830938,15141531,9415356,14452760
,1132,14312638,10497033,11456429,12500447,3171597,5386909,11396682,10268389,9968386,4110066,5634722,8180216,7394786,13745825,5130496,4555778,15220237,9219737,14450324
,1136,15013898,10120114,11543388,11784172,3390865,5408210,11539481,10324667,9824655,4019659,5824840,8240254,7622986,13887822,4941894,4193911,15261909,8797994,14852882
,1140,14319131,10205812,10905076,12480344,3384405,5894467,10615114,10520198,9662629,3752186,5054567,8127366,7799176,13218859,5006092,4580589,14284424,8829866,14750856
,1144,14259421,10380679,11710549,12013869,3086972,5377172,10616040,11080716,9598304,3884835,5530227,8113117,7454086,13714233,5088185,4663125,15156362,8444374,15129182
,1148,14216996,10026556,11104835,12146375,3407256,5787154,10049579,10269821,9044022,4094721,5053208,7698474,7773033,13007284,4997920,4245243,14493982,8451865,14076147
,1152,13769746,9785262,10831586,11652047,2977114,5672674,10345557,10323442,9771001,3748351,4705633,8062949,7266787,13873943,4616365,4297459,14354934,8245133,14344166
,1156,14126964,9633359,11039000,11449644,3126653,5566012,10385754,10638085,10090596,3640417,4760115,8426222,7477305,13949242,4951055,4592926,14336447,8277370,14050813
,1160,13124267,9685669,10514183,11208832,3209959,5513058,9725983,10563522,9499503,3746684,4817532,7962275,7406516,13244578,4255565,4758333,14521734,8151944,14572611
,1164,14224149,9536501,10993820,11443830,3502775,5211166,9805594,11004064,9916235,3568211,5407863,7892983,7297913,13445740,4755225,4441443,14614605,8616956,13573597
,1168,13845497,9961507,11371184,11579112,2916950,5634419,10222753,10119347,9879860,3658688,5077650,7669207,7209217,13341876,4846525,4452447,13861904,8590080,13894934
,1172,13481783,9830223,10952372,11263439,3093096,5509164,9900452,10408874,9355296,3563515,4705725,7493814,7374277,14006063,5045901,4376678,14157850,8452316,13849346
,1176,13463834,10432319,10488970,11692154,2983619,5574523,8958060,10222787,8909489,3517630,4831444,7959365,7275022,13845075,4673519,4196494,14595796,9114174,13631352
,1180,13369921,10385440,10999382,11128702,3133321,5186638,9460928,10092377,9326542,3649390,4908903,7790679,6742022,13218783,4716028,4813773,14714259,8436605,13445399
,1184,13698496,10028368,10633652,11387262,2957986,4864431,9258481,9767784,9078288,3391942,4652750,7867567,7298875,13147807,4641798,4376763,14417237,8797761,13457719
,1188,13538499,9284353,10800784,10570905,3120694,5259957,8979373,9907056,9103763,3307536,4420126,7561935,7160988,13219052,4331088,4491984,13963181,8957718,12992944
,1192,13485686,9849084,11068816,10447265,2687581,4817289,9030986,9317792,9558447,3250684,4581329,8021549,7575739,14193707,4957791,4444437,13998755,8750658,13039244
,1196,13206986,9903905,10520769,10955538,3009221,5353948,9130546,8661250,9386239,3658768,4545468,8117463,6955046,12977377,4116531,4255770,14287473,8084455,13020110
,1200,13117945,9615658,10320648,10551137,3175460,4917669,8425778,8231729,9296397,3679986,4327503,7435151,7604492,13753958,4446911,4664809,13830377,8667204,13142111
,1204,13389197,9643999,10683470,10115737,2932182,5283333,9031849,8802022,9644656,3539029,4730482,7263675,7036699,13809456,4303824,4632875,13975050,8719163,13032099
,1208,12925469,9271168,10584295,10361668,3014565,5069987,9101368,8448467,9694177,3429396,4521048,7996241,6977385,13280658,4573148,4304881,13715195,7865737,13428146
,1212,13412341,9629137,10168166,10295192,2939107,5180812,9041939,8094599,10111731,3349312,4297937,7634188,7257473,13103500,4600279,4133929,13931655,8454766,12673023
,1216,12380205,9630719,10119147,10299325,2879807,4857013,8706294,7889223,10043548,3650523,4580763,7708343,7032833,13628143,4761937,4529505,13809868,8074113,13505053
,1220,13399355,9567762,10429935,9775964,2741680,5160251,9453308,8104988,9435898,3253406,4466104,7948071,6870967,13359577,4330095,3801933,13368895,7855073,12553471
,1224,12689982,9277187,10293309,10490957,2801479,5059492,8894601,8149195,10038340,3298249,4295788,7793022,7236375,12997839,4724076,4152700,13366995,8140983,12713347
,1228,13191646,9257495,10034875,9954361,2703977,5376255,8764589,8542014,10019548,3721841,4399190,7374030,6799416,13203618,4914200,3995218,13851928,8315415,13118216
