uniq,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94



,855,1531972,2381926,1727604,2094150,3503464,710587,2666091,1087718,2027403,1329734,2393915,1054958,2546956,1459840,1073458,1616350,3065103,1770130,2688090,3560313,1270365,3088050,1386043,2396040,2987016,2741670,1724921,2486746,3104825,1192040,2916058,2186085,1039688,2160725,3217162,3855343,2982432,1259922,1556025,3089410,2178959,1442593,4050972,3198649,1629013,1485870,467805,733571,1156901,2818896,2897482,1713240,5029234,2073639,4244760,3167223,3516610,3198973,2324642,5322930,3487702,3264683,1171491,1912634,372086,1022303,1996935,349403,810423,640757,667960,1921477,739799,875434,747649,2799831,1481205,604033,1293958,1922181,810666,3596231,2013017,867964,460629,799382,2263325,689920,865220,2650992,1868219,1855014,3175018,1883166
,885,1467699,2551496,1551395,1860618,3122421,642658,3102523,1108381,2056702,1130296,2562224,799086,2723023,1322892,920996,1860807,2565983,1883248,1986127,3409979,1163276,3385120,1268129,2582889,2681704,2558629,1827107,2221773,3091123,1321495,2614405,1894382,1020010,2399780,2982177,3385147,2809584,1111666,1593886,2934984,2530932,1380353,3517849,3042018,1459652,1270024,436067,498174,1314236,3048748,2725031,1733965,4852159,1964538,4402365,2935370,3425452,3813898,2355892,5062873,3310046,3310156,1202209,1978658,421688,1110448,2022014,267806,681558,541171,603864,1974769,613870,1084347,542464,2493106,1246574,713409,1260283,1818221,711236,1814398,1817153,851282,571672,715670,2186029,622640,690613,2374396,1633870,1920606,2767018,1720027
,915,1629080,2822310,2005608,1926957,3352208,830934,2606906,1023306,2095491,1383919,2393188,736622,2591326,1212350,1273293,1740511,2736815,2327607,2417640,3593178,1545739,3364451,1621651,2447338,2934779,2506125,1767169,2304966,2878638,1331860,2626250,1917289,804000,2203813,3041697,3321344,2710628,990855,1831274,2621907,1965731,1174156,3389295,2785707,1260347,1176574,540521,607012,1255793,2818056,2984483,1719058,4841442,1645594,4696143,3200784,3645057,3977627,2696703,5280228,3544775,3012958,1322483,1873032,309818,975889,1733989,311447,681113,595524,599170,1985525,590673,1076532,623772,2244980,1251065,579536,974376,1576601,633767,1478977,2069634,861516,460300,849866,2005788,522485,585535,2498832,1623011,1719782,2654692,1498392
,945,1570820,2875243,2008390,2025397,3450970,604548,2438765,970175,1947699,1202066,2015717,699651,2396997,1337477,1151518,1974099,2348153,1586421,2234569,3311183,1410363,2892758,1270070,2239616,2835091,2582637,1862922,2220650,2794317,1324266,2400185,1784370,814065,1658968,2765907,2981152,2440796,905921,1657914,2667929,1830692,1093880,3494604,2730331,1151932,1370010,533550,690841,1077664,3189222,2795654,1633599,4689777,2013308,4978924,2907552,3378502,3638081,2561847,5670876,3248275,3530954,1060495,1643156,521397,1066901,2140918,207382,490590,586425,683658,2023386,524230,1181087,557385,2380445,1238758,591325,1095768,1240191,687447,1818340,1850376,899345,458211,642702,1762958,632259,572496,2071616,1431870,1550560,2550762,1294396
,975,1427997,2831650,2162378,1940218,3033756,788536,3025142,987805,1834374,1221165,2063997,681075,2373720,1037916,1513055,2038757,2704970,1878314,2113606,3166413,1280079,2685368,1544828,2405819,2869177,2077589,1698801,1869777,2871699,1393306,2368167,1584275,849349,2012097,2331867,2860556,2572074,809942,1813132,2576153,1847993,1315493,3208475,2605571,1260892,1122709,424030,549670,1335584,3075697,2928014,1759571,4752091,1941750,4855380,3096282,3033241,3715774,2141381,5299053,3202695,3348842,1024871,1681406,466347,1082769,2286790,378177,685510,519310,448529,1674220,670494,1001708,600878,2286245,1289638,618439,1059502,1387869,587418,1834856,1523996,858765,355364,874733,1892840,576381,676394,2198687,1266791,1421154,2470847,1327263
,1005,1426190,3050984,2419595,1621336,3111411,641638,3076332,998937,1684335,1415964,2134668,703134,2154849,1141573,1145242,2023742,2837489,1697429,2006724,3339574,1148775,2527942,1402071,2048299,2780122,2108661,1821400,2134827,2522570,1203229,2494020,1690824,895270,2114778,2494678,2899242,2318500,763051,1865920,2363890,1933844,931072,3079789,2362099,950583,1065476,471466,553426,1279346,2574556,2446579,1605874,4098960,1839907,4265938,3074856,3041879,3484624,2247585,5179732,2529141,3186050,958117,1547855,464126,985605,2162514,329907,615465,368148,450829,1429419,410994,943238,638583,2167338,1098202,532650,821690,1136800,668391,3620744,1221588,760175,278619,717356,1792237,608521,590872,1941428,1255896,1289031,1991150,1146475
,1035,1484674,2672213,2039257,1732937,3089616,933317,3018248,934033,1768414,1363596,1671859,659765,2034091,974603,1056605,2103205,2289078,1530477,2063416,2874390,1410376,2047717,1265927,2099561,2600565,1957495,1295860,1956506,2527586,1290902,1978435,1522223,777691,1902702,2330586,2598164,2113930,860572,1864092,2284327,1667982,996127,2565287,2040555,893131,1137979,396606,446920,1203547,2330990,2245046,1430657,3594575,1795727,4072454,2703883,3087272,3565694,2140758,4564292,2435978,2928825,813273,1189780,538332,1158604,1911074,361774,725909,379394,278232,1228038,687972,892746,508214,1931546,991184,558576,956614,1338987,615530,3306073,1238331,660395,461472,781754,1875405,499372,504682,1752846,1416555,1499572,2419503,1113047
,1065,1307188,2219002,1951947,1455276,2696726,794324,2478673,817102,1418538,1302797,1612055,625769,1690209,846405,958152,1872937,2323569,1476672,1497703,2742505,966217,1979422,1397506,2105311,2312606,1731338,1368538,1656679,2324143,1136906,2142457,1538604,962881,1650420,2483429,2518398,1935713,724396,1679456,2330549,1527365,961389,2771211,2164506,950858,1038687,585695,312411,1028497,2003372,2053544,1486624,3483187,1684730,3637403,2318109,2807489,3702504,2054390,4231809,2144527,2700340,783339,1329050,519446,994967,1860804,369981,463253,279058,388193,1340980,585689,857776,537460,1836948,1132656,511879,740342,1027732,637132,2907043,1160951,844233,265806,601874,1743245,486200,399755,1522181,1276134,1151646,1979913,1199525
,1095,1191183,1916504,1723191,1538043,2746945,752766,2477093,837531,1551043,1228171,1590853,567240,1630419,1099562,827461,1778995,2130605,1467899,1379462,2805508,943497,1596734,1321116,1860199,2329009,1777608,1238205,1639046,2234905,1020312,2046450,1614191,918367,1796633,2239361,2492694,1973092,765025,1625182,2077586,1248473,774327,2506686,2222263,786121,1094817,377112,369367,1041031,2092907,1858937,1595339,3221825,1846866,3320502,1989241,2728461,3340774,1726364,3688887,2167431,2633994,744768,1316328,509847,771796,1759969,390756,443511,432920,394728,1417482,496620,912801,496564,1855525,1029570,540769,733047,1102861,489814,2078187,1311947,826303,320168,549485,1932715,462421,349984,1532573,1356028,1519553,1779738,1036074
,1125,1047348,1882035,1398565,1519734,2711707,778863,2360258,777855,1767638,1065544,1602747,491201,1373847,925009,1043751,1722429,1965131,1681144,1455683,2472032,1029928,1429961,1044492,2124160,2432789,1618511,1193402,1485045,2307847,1008625,1753697,1444782,829511,1560825,2027432,2275832,2279693,683858,1545852,1980975,1514079,901359,2068619,2315476,968841,809715,596778,405603,1057515,1947523,1814980,1263018,3030940,1622402,3032712,1925475,2765153,3026876,1863559,3536255,2417257,2314091,709639,1282028,509216,865425,1544517,378230,442618,353262,365572,1261053,442140,779752,470334,1582852,957065,501151,659189,917494,561974,1278855,1221685,557559,332744,510488,1683306,397915,428192,1370640,1341989,1133322,1544989,730415
,1155,1028196,1861114,1652777,1515388,2630212,657379,2216371,781576,1632622,1128521,1432846,607896,1445168,903212,952000,2043847,2198405,1587098,1498541,2600967,780596,1614138,1046771,2020718,2219784,1569590,1143208,1384175,2044022,973877,1896925,1599362,863932,1662706,1965090,2190616,1958099,632834,1394874,2081499,1281803,754456,1722368,1693325,716877,891380,381930,564944,1065440,1820696,1604024,1233076,2509749,1298518,2774217,2165285,2481509,3027369,1727949,3116869,2049533,2543760,629489,1198075,465050,813051,1656180,372778,333954,486461,408588,1062440,367846,745124,477790,1477188,902884,549354,646808,1043348,414183,1185726,1274901,666597,240609,544498,1569743,389811,315242,1695745,1060804,1299645,1595694,904274
,1185,958796,1906140,1689472,1402712,2553600,489519,2135252,915759,1772596,902899,1296208,636829,1379479,810006,909080,1707656,1726958,1608778,1315007,2194596,939057,1576153,1004255,1661900,2034433,1689672,1151479,1214471,2387673,1055493,1585434,1366940,659568,1523626,1791547,2156376,2018332,700566,1810079,1731837,1263015,1029360,1662533,1684827,694958,869622,343368,305503,1088934,1623260,1613129,951381,2257352,1353027,2603677,1909430,2380408,2578951,1766318,2984416,1805556,1983406,494404,909211,461109,558129,1542528,312787,376726,357027,449626,920183,359924,1922018,373667,1691116,764348,321387,617207,1107355,501416,1079494,889122,723789,307566,473063,1282813,289606,244928,1284139,1054678,1068377,1996266,794015
,1215,1287941,1700605,1342887,1492987,2655641,685978,2346898,740556,1385187,1159678,1284441,762882,1194904,816472,891623,1879978,1966154,1371509,1162904,2598937,952882,1470342,904258,1525912,1890734,1682284,1114047,1224014,2430951,867302,1665320,1300920,757910,1494857,2073716,2290084,1659430,620389,1593537,1476958,1276458,591352,1536079,1815836,641309,949232,258327,347679,772627,1532044,1354968,1046727,2147606,1246303,2732605,1657615,2095249,2747637,1277794,2758959,1689535,2178973,644721,928415,348880,639152,1245571,293848,339329,353730,338502,1055810,544991,573574,418059,1412493,630614,549921,719333,1014144,401944,930564,842897,424400,284760,454725,1255912,286214,324233,1373755,949706,1156862,1904735,847119
,1245,1232651,1704016,1423932,1431490,2592607,486455,1771314,957413,1502974,945325,1292425,644787,1351149,783164,690456,1710885,1727309,1538436,1024058,2492147,751324,1301823,946031,1763605,2277189,1518775,1110997,1326315,2150444,781001,1633261,1306671,846048,1242138,1699262,1805406,1800311,741033,1318540,1768556,1208558,712321,1527133,1658562,767994,793123,369797,400046,923380,1465189,1318341,903848,1972916,988630,2400221,1641850,1803074,2201080,1608992,2587551,1459315,1985651,542841,685389,338139,542146,1215769,196616,360898,339591,349317,964804,475508,760069,366372,1255978,750443,365463,523418,845903,430869,1076638,738314,502963,216176,395803,1213886,294043,299833,1030987,951674,909563,1531929,736767
,1275,1380205,1565100,1080173,1415156,2456906,560643,1905056,749951,1518426,979361,1280011,506630,1199032,808591,788085,1973243,1703706,1489355,1067951,2263905,973174,1563655,1026332,1559414,1939471,1386795,947583,1172518,1966604,789642,1482069,1085853,546870,1402938,1702755,1578593,1470638,607471,1598250,1436643,1100163,824952,1858007,1364441,701398,837231,381558,359831,753438,1261769,1440965,959552,2208086,971999,2507433,1437220,1833548,2178058,1322808,2423339,1463194,1975975,469900,922492,356546,600725,1111796,210013,302681,303404,313499,915475,272297,519719,354511,1206595,567841,350850,515214,851357,394133,1095110,773959,543421,297123,502547,1286064,326702,310553,918389,1069149,806149,1633771,591023
,1305,1160794,1450272,1145975,1347029,2608801,592892,1800034,858636,1519241,991741,1145390,526666,1199604,602933,674493,1528929,1591325,1344151,886987,2063309,772257,1129866,1108232,1333463,1731711,1264990,842192,1222881,1731246,1011519,1457151,1040327,626191,1474388,1615029,2012758,1763442,594487,1467034,1451226,1188941,786426,1560775,1405170,640598,703369,408751,276318,728209,1004087,1038059,622883,2188570,1001722,2182663,1692975,1909035,2017044,1179077,2323061,1348650,2084649,327801,1055031,301376,416170,1100631,255001,345796,304311,282087,844228,317921,509943,384911,1137703,513656,331721,533910,726050,390003,1010915,620388,426043,161281,404076,1097466,254997,257712,935871,839593,806442,1480473,595757
,1335,1167512,1359429,1347715,1099504,2441614,523811,1766114,652890,1644371,1215386,1079488,493165,972005,647774,818782,1528415,1490441,1588492,687434,1737498,781259,1259625,1031478,1637151,1767185,1173284,898178,1086295,1688451,1144822,1454017,1139702,660429,1203407,1605642,1947807,1947907,657194,1596936,1664489,902227,810403,1561891,1355378,607175,927671,343334,378532,827658,1345413,985909,818590,1528680,915378,1839023,1231977,1599611,2044965,1162144,2170674,1051675,1682677,399102,827633,421938,330009,898405,233257,287835,207798,309501,788140,302880,587179,397275,1044687,493339,375968,416246,678426,410618,1005789,700889,382723,196343,397523,999726,210539,291586,944460,753128,804696,1228172,635204
,1365,1119378,1362935,1185981,1288825,2220290,541502,1612299,721003,1834573,1402073,1068830,473072,936983,526608,793366,1531191,1575878,1371374,820925,1725580,751882,1193916,1059143,1360338,1728373,1120286,873617,1017728,1739207,1288847,1161033,1086606,612556,1545677,1541027,1876707,1639987,568403,1257295,1439591,867799,661239,1519412,1311523,591144,901098,344636,296267,709841,1079359,861179,644008,1518659,713001,1892395,1189549,1345863,1631874,968383,1773099,1062282,1495927,427273,612230,286169,277695,956086,149975,253408,251870,230315,646911,294858,456954,271538,1058269,587430,290738,409954,544140,279492,855914,727930,360495,124057,410065,930411,180212,333912,762322,734925,814488,1366385,634231
,1395,1080293,1519864,1068311,1170288,2458778,452994,1694136,647980,1379223,1337844,1124146,478611,1128917,671032,688658,1423349,1374419,1093525,721422,1858501,693380,1241950,966400,1192175,1606182,1293537,914066,933495,1869151,951439,1380388,1118691,689365,1230570,1503489,1568875,1632767,612426,1426622,1249394,749293,672105,1277086,1201001,469085,723693,275786,216892,634489,954575,950862,496945,1472975,817502,1763825,1298685,1605626,1706532,923299,1981379,937901,1455912,483871,559579,292961,321510,1041631,281572,212104,287422,276892,905484,270536,431790,225180,930767,557215,356155,533521,616185,283298,979200,718930,363546,167715,322264,884438,320213,159657,850758,715990,948423,1351451,632049
,1425,1385905,1372643,1020458,1294712,2250656,389020,1683559,796094,1616006,1145166,1022129,615959,1133134,636033,651433,1506970,1410083,1315277,676742,1645082,721496,1070322,679142,1183780,1664496,1040501,1050826,909336,1865579,934277,1372472,865052,551925,1244909,1611017,1660534,1627182,753800,1511817,1220915,629913,518586,1207032,1264051,582188,727608,298880,263969,564637,894148,940056,562054,1580188,553541,1776950,1145917,1438222,1496588,748083,1648265,846987,1634092,386015,511957,336702,307223,874343,227257,298213,222500,307284,679217,235862,422699,164904,1028412,455809,129633,336214,409724,313422,723642,673260,392397,184930,249743,833695,292603,213511,803959,631180,846011,1374703,574226
